Majority protein IDs,hYPS1009 wt rep1,hYPS1009 wt rep2,hYPS1009 wt rep3
YOR352W,100300000,84250000,83640000
YKR019C,117010000,136330000,74320000
YOR115C,172950000,181300000,156290000
YLR405W,176850000,221950000,186240000
YJR118C,32090000,27003000,28887000
YDR409W,92525000,93071000,81166000
YGL254W,101460000,114190000,125920000
YNL265C,114320000,129610000,130280000
YGR194C,120310000,146620000,167120000
YPR174C,68345000,120070000,98940000
YGL047W,75233000,70516000,69586000
YIL098C,32702000,63259000,59888000
YEL065W,90487000,46213000,92687000
YIL068C,119530000,138510000,118200000
YDR208W,111120000,166280000,132230000
YJL096W,138160000,201410000,133140000
YGR007W,74176000,95906000,68587000
YDL073W,139900000,167600000,203120000
YJL117W,191040000,108540000,186930000
YBL097W,123840000,135780000,122990000
YBR055C,111330000,166260000,110580000
YPL108W,137510000,152290000,181730000
YCR011C,77957000,99829000,75042000
YGR112W,119330000,105860000,116760000
YDL203C,113050000,147160000,131890000
YBL084C,61048000,59019000,77092000
YOR052C,295530000,316110000,328100000
YPL233W,69738000,101220000,94254000
YNL054W,123560000,163070000,116650000
YNL222W,94152000,95401000,85111000
YGL161C,113370000,136470000,111660000
YGR047C,143390000,120940000,123900000
YIL096C,161060000,141140000,131630000
YOR329C,88644000,77724000,73723000
YGR013W,116120000,111190000,94992000
YNL293W,68026000,133540000,81574000
YMR304W,110380000,95485000,116780000
YBR272C,166380000,179580000,228340000
YJL082W,123360000,88675000,123450000
YDR514C,135040000,118310000,152250000
YHR016C,79437000,94287000,71571000
YNL286W,112280000,93506000,112650000
YBL101C,115020000,133150000,133990000
YDL234C,84494000,66064000,69964000
YFL010C,149020000,150900000,211870000
YPL133C,81500000,136930000,121390000
YMR098C,84806000,114440000,93204000
YPL067C,104720000,91879000,119490000
YDR393W,80947000,92424000,102580000
YJR005W,178090000,123040000,126670000
YDR511W,53465000,102220000,42796000
YPL254W,89924000,96430000,87726000
YBR058C-A,83273000,84940000,73470000
YER010C,123580000,119840000,106120000
YJL174W,123930000,123240000,118330000
YCR102C,67098000,73255000,84373000
YML119W,97840000,127610000,98118000
YHR118C,131310000,106150000,109260000
YLL032C,137620000,143530000,117620000
YBR140C,117640000,89199000,85612000
YBR291C,126020000,95990000,94340000
YBR097W,110640000,121520000,137020000
YNL288W,182440000,147100000,204350000
YOR275C,108780000,95533000,96739000
YJR010W,96823000,101150000,116110000
YIL007C,74024000,80358000,79499000
YDL076C,137060000,150360000,166940000
YDR063W,151590000,146420000,156050000
YGR215W,159200000,71736000,213920000
YML108W,123000000,119830000,138200000
YLR063W,191910000,126210000,176970000
YLR316C,124060000,116040000,114700000
YIL161W,139230000,138210000,116550000
YBR187W,43190000,47767000,28082000
YKR037C,105070000,134560000,103060000
YGL093W,87787000,103810000,105920000
YER157W,177130000,121050000,161880000
YKL194C,106950000,87445000,121240000
YNL246W,119910000,97439000,121980000
YCL047C,107360000,95441000,94180000
YDR217C,74693000,115060000,81113000
YGR150C,111840000,128840000,119210000
YHR161C,67393000,75550000,62684000
YLR440C,116730000,82830000,131160000
YCR095C,117200000,128550000,119370000
YLR143W,113400000,87125000,118040000
YGL025C,96403000,109910000,96625000
YHR041C,102140000,109110000,99146000
YJR041C,128520000,82748000,163220000
YFL034C-B,129640000,133700000,115810000
YBR265W,68967000,114870000,152740000
YDL070W,87097000,72468000,75700000
YLR194C,61213000,63136000,56751000
YBL093C,112190000,99697000,129500000
YHR181W,55186000,34993000,48893000
YOL078W,126450000,162890000,133540000
YPR070W,72856000,63394000,73891000
YBR037C,62650000,63538000,36185000
YLR139C,124270000,105340000,115410000
YJL073W,81880000,91837000,78093000
YJL153C,0,4869800,10669000
YIL084C,94849000,115480000,87539000
YMR113W,89374000,96739000,99946000
YGL216W,106690000,142210000,106570000
YLL053C,56661000,52483000,63119000
YER005W,79623000,87765000,95173000
YHR083W,136840000,118350000,110180000
YLR412W,90073000,146690000,106290000
YOR070C,90484000,117050000,96541000
YKR020W,188960000,203220000,244550000
YOL122C,93176000,94323000,97122000
YKL052C,119680000,111850000,100430000
YIL159W,73633000,87100000,71257000
YDR264C,145710000,196010000,140590000
YDR476C,90667000,48571000,86168000
YGR030C,105650000,96933000,113280000
YKL095W,122730000,135370000,129310000
YJL173C,67965000,96125000,99920000
YOL125W,86764000,99171000,93219000
YOR205C,79224000,103370000,89859000
YMR104C,62713000,36801000,55040000
YKL205W,105880000,67099000,111760000
YCL032W,92872000,104280000,87394000
YBR110W,90173000,63990000,70463000
YNR031C,80772000,73524000,77001000
YDL037C,50899000,57745000,46396000
YLR201C,104790000,105080000,107730000
YDR472W,139300000,132910000,137810000
YFL046W,76629000,88386000,75118000
YIL157C,82585000,72263000,76023000
YGR141W,72293000,109510000,135000000
YPL246C,72883000,49510000,52576000
YDR462W,34749000,72362000,39177000
YPR147C,127000000,115790000,119240000
YLR323C,114620000,137970000,122940000
YPR119W,98182000,122270000,100890000
YNR040W,94445000,112770000,99118000
YOL062C,114300000,95526000,107820000
YMR224C,85803000,93959000,84140000
YMR164C,88558000,96450000,99914000
YNL136W,126520000,148130000,124580000
YJL024C,157950000,158140000,155970000
YNL263C,98603000,81641000,104490000
YAR071W;YHR215W,78250000,58975000,58865000
YEL062W,100140000,78316000,66175000
YNR010W,60307000,94470000,77493000
YMR130W,110160000,68935000,103880000
YGR238C,98325000,83534000,96574000
YNL191W,102300000,108410000,112760000
YJR046W,148580000,109680000,161380000
YDR222W,153730000,157530000,164440000
YOR035C,85714000,89827000,77595000
YDL230W,76189000,82276000,80550000
YMR247C,107700000,77507000,113490000
YBL026W,74237000,86549000,47210000
YLL054C,135700000,187480000,134040000
YPR095C,46781000,49655000,56300000
YGL223C,69680000,75150000,62018000
YGL018C,73872000,86364000,81147000
YML029W,116870000,111810000,139720000
YOR215C,22469000,41971000,35124000
YPL181W,111610000,113960000,86755000
YBR229C,88509000,82515000,74389000
YBR119W,73542000,84241000,80590000
YAL014C,79428000,108340000,63402000
YLR427W,99777000,105340000,97286000
YBR193C,89637000,102690000,97297000
YKR089C,80526000,71636000,86728000
YMR211W,121610000,101360000,94943000
YPL151C,118010000,122340000,104710000
YDL165W,99534000,90916000,117350000
YDL090C,74874000,72798000,90033000
YNR030W,38443000,38308000,22181000
YHR119W,79877000,65176000,77366000
YFR047C,125890000,69778000,114020000
YJL207C,98576000,61304000,85717000
YGL237C,138210000,154740000,141770000
YHR132W-A,191990000,165790000,220370000
YPR045C,85474000,111500000,79578000
YDR243C,83914000,113060000,70254000
YKL091C,74017000,76008000,87405000
YDR163W,162320000,179870000,200030000
YER088C,86096000,112810000,92591000
YJL068C,68980000,55647000,67063000
YPL247C,48123000,61979000,37289000
YGR117C,132590000,114130000,107550000
YIR023W,80584000,79398000,78056000
YGL038C,158300000,122180000,136650000
YMR221C,65476000,60253000,61170000
YKL144C,309230000,190350000,255270000
YGL222C,127840000,146770000,223680000
YFL033C,74983000,91245000,54176000
YNL101W,85019000,106400000,93183000
YNL047C,78367000,80440000,100410000
YBR213W,86832000,99013000,75344000
YGR271W,142590000,99961000,167460000
YLR094C,85517000,111370000,104600000
YML131W,60401000,70165000,52140000
YKL175W,68734000,61528000,66024000
YMR255W,175870000,149900000,197300000
YKR091W,33200000,40176000,29145000
YGL098W,66636000,63105000,52158000
YPR140W,78246000,83507000,80962000
YBR176W,96719000,82090000,99538000
YDR381C-A,47982000,107610000,48633000
YDR020C,67834000,71190000,67565000
YPR022C,74336000,100420000,86754000
YKL004W,82360000,103860000,91257000
YLR275W,88450000,103860000,59706000
YCR061W,46142000,46695000,52817000
YJR047C,225990000,188220000,174420000
YCR027C,97587000,149730000,83034000
YAL047C,158900000,162540000,15312000
YMR238W,34221000,33074000,39320000
YER167W,76181000,76755000,72681000
YPR029C,108890000,76751000,128320000
YDR287W,59888000,56481000,62400000
YKL045W,95564000,67879000,106450000
YPL138C,85212000,82870000,92548000
YOL087C,61299000,108690000,57596000
YNL032W,54918000,64719000,58451000
YCL033C,86660000,82834000,93440000
YLR298C,52219000,102910000,72893000
YNL236W,126580000,107780000,151210000
YOR262W,128700000,67948000,130840000
YPL097W,125290000,86804000,140210000
YLR021W,76130000,88610000,79223000
YDR383C,24226000,29914000,25800000
YDR307W,77999000,64596000,78320000
YPL124W,92334000,93938000,106820000
YJL151C,73438000,83773000,58004000
YGR179C,79675000,86695000,72373000
YPL064C,56775000,81606000,62079000
YDL098C,87142000,105440000,85755000
YLL062C,46004000,53932000,54029000
YPL267W,84452000,80631000,92532000
YPL013C,47028000,98611000,67892000
YBR231C,149540000,171410000,171950000
YPL045W,50750000,61114000,59596000
YNL273W,72887000,90371000,80927000
YJR062C,71176000,59719000,61816000
YPR192W,58127000,10401000,57059000
YIL128W,88733000,50219000,100680000
YGR255C,108380000,96705000,132340000
YNL280C,94214000,69266000,70921000
YBL008W,84977000,78039000,75306000
YOR311C,78575000,104400000,94654000
YPR144C,120520000,73935000,139470000
YCL055W,63662000,64552000,55902000
YOR077W,59598000,80060000,84309000
YPL194W,59764000,76499000,78118000
YIR002C,91197000,92214000,97124000
YFR014C,56164000,59084000,55657000
YNR020C,58844000,55301000,63872000
YDR110W,72611000,71377000,57603000
YBR103W,74036000,49165000,57597000
YDR349C,47095000,83747000,47430000
YAL001C,73437000,101180000,77510000
YGL194C,86752000,96096000,68492000
YDR283C,100800000,86602000,104150000
YDR392W,93627000,89134000,103520000
YPL206C,69351000,95312000,65408000
YOL141W,143440000,125360000,150750000
YBL046W,73413000,84506000,79035000
YGL053W;YAR031W,54696000,56796000,43873000
YOL011W,48823000,48625000,62311000
YMR004W,86106000,69990000,115830000
YAL011W,105440000,103490000,93696000
YOR368W,72512000,66276000,104640000
YHR029C,71257000,49340000,65484000
YDL018C,90053000,94223000,86353000
YBR185C,98164000,32962000,98363000
YNL072W,88035000,100120000,94569000
YFL042C,76076000,73373000,45992000
YDR111C,131600000,121520000,120100000
YJL129C,57423000,65173000,76004000
YLR375W,83684000,90526000,69355000
YOR371C,120980000,98929000,119860000
YLR361C-A,34702000,55405000,66943000
YHR122W,73496000,75490000,70717000
YKL020C,70770000,91032000,74869000
YDR216W,164330000,162850000,172570000
YDR439W,58358000,58642000,53222000
YBR133C,71102000,97140000,99257000
YOR093C,69910000,71002000,77167000
YBR077C,54719000,67602000,65354000
YJL095W,41432000,54022000,39070000
YIL087C,75485000,0,98600000
YML096W,95287000,61259000,95619000
YKR068C,77852000,76363000,100480000
YBL009W,63350000,68049000,55225000
YLR119W,19516000,25082000,8167500
YLR207W,105850000,77203000,98276000
YHR195W,62803000,63691000,62319000
YER109C,58845000,64784000,65225000
YPL193W,60675000,81788000,63496000
YCR071C,54665000,77889000,41416000
YER139C,50747000,58696000,51919000
YDR475C,47597000,56800000,46340000
YPL120W,100330000,163910000,115440000
YLR361C,64739000,65882000,74766000
YGR032W,191530000,89056000,155370000
YNL023C,56029000,48535000,52603000
YDL130W-A,13580000,69998000,11323000
YJR097W,71543000,81091000,83167000
YBR195C,101650000,85124000,85116000
YMR066W,45092000,49908000,45826000
YOL147C,86040000,61662000,105640000
YLR148W,62207000,120480000,53541000
YDR267C,202180000,299840000,209420000
YLR417W,71047000,50025000,69871000
YGL186C,41289000,51121000,44857000
YDR424C,48723000,68925000,33593000
YDL087C,48598000,48451000,43384000
YHR017W,55368000,68178000,58404000
YIL056W,49267000,49557000,47542000
YPR162C,75934000,88646000,86360000
YDR056C,93361000,98122000,94089000
YNL299W,84561000,99064000,98955000
YOR023C,64692000,82237000,68215000
YOR238W,71256000,56719000,79207000
YPL051W,81530000,64571000,69822000
YGL005C,91648000,74580000,93378000
YLR241W,36235000,24832000,40697000
YCL010C,61649000,71559000,68692000
YLR215C,141590000,113140000,158370000
YGL070C,203850000,163720000,295360000
YOR140W,85285000,91190000,86176000
YNR039C,61602000,56299000,58411000
YHR120W,121660000,101440000,106370000
YDR469W,135910000,141500000,186310000
YOR221C,112050000,103770000,103670000
YML113W,89610000,117260000,86302000
YNL073W,79432000,86845000,84630000
YDL115C,84255000,80391000,73671000
YLL007C,73097000,71378000,59100000
YOR316C,107000000,103320000,106630000
YOR038C,78981000,82482000,68673000
YKR063C,48166000,38847000,44193000
YGR121C,75198000,61192000,58065000
YJL155C,51128000,70140000,74082000
YPR065W,68662000,88330000,79827000
YKL109W,24579000,105920000,43369000
YKL134C,73588000,82366000,89258000
YCR092C,65047000,97745000,67832000
YEL019C,55637000,57303000,52384000
YJR025C,29656000,46248000,36106000
YKL005C,87995000,94580000,57357000
YKL120W,126080000,78576000,149160000
YKL206C,72724000,61724000,79918000
YER144C,63676000,67143000,59388000
YDR288W,59794000,46587000,66823000
YDR530C,40877000,65599000,48909000
YFR039C,36420000,50340000,45074000
YNL218W,65243000,59801000,61944000
YMR266W,40741000,32558000,35852000
YML088W,57418000,90311000,66991000
YCL051W,63931000,84412000,56772000
YNL130C,28467000,24406000,29664000
YPR042C,80653000,75663000,70625000
YDR240C,82681000,175910000,90058000
YKL022C,76882000,76230000,77887000
YNR037C,63096000,66234000,73351000
YGR126W,75341000,53300000,83747000
YLR191W,69269000,50613000,69648000
YLR278C,43876000,78281000,48717000
YFR003C,179010000,185990000,164660000
YDL089W,63279000,77275000,51950000
YGR262C,96423000,73843000,85644000
YOR229W,97327000,72022000,84267000
YDR180W,40263000,47759000,36018000
YLR120C,33486000,11273000,38530000
YBR069C,111070000,96490000,76163000
YBL086C,61176000,56406000,53488000
YDR202C,92303000,107320000,73441000
YLR183C,85920000,81366000,69450000
YKL197C,67894000,52062000,63561000
YNL217W,109500000,101580000,122940000
YHR178W,37635000,53842000,60424000
YLL027W,73800000,64196000,63952000
YKR052C,55927000,43738000,47881000
YIR033W,75268000,88015000,85269000
YER026C,46572000,32731000,45290000
YOL033W,85249000,76052000,94259000
YBR264C,36075000,44851000,42987000
YNL201C,79775000,63161000,79890000
YJL044C,57232000,63703000,47238000
YPL107W,70456000,77433000,104140000
YNL051W,104200000,60541000,114220000
YGR251W,187580000,162320000,209980000
YOR201C,56458000,53860000,62456000
YPR048W,152930000,112760000,155320000
YDR463W,59931000,68952000,64029000
YDR184C,37739000,64708000,58306000
YLR240W,55688000,59711000,44666000
YML020W,109410000,60334000,95411000
YEL007W,47911000,42058000,41754000
YJL137C,23406000,31866000,20397000
YOR347C,50984000,51590000,53921000
YDR107C,53255000,79058000,58348000
YDR072C,101800000,173900000,94376000
YGR063C,129340000,165380000,132990000
YDR484W,63264000,59449000,76929000
YGR010W,53279000,71547000,45754000
YDR301W,84354000,72776000,74947000
YNL066W,35367000,38583000,31240000
YDR139C,118710000,93576000,141080000
YLR020C,80885000,53579000,83375000
YOL054W,58544000,75778000,54183000
YLR144C,75203000,71630000,95242000
YOL100W,75601000,87423000,71778000
YOL055C,32122000,22215000,27439000
YDL128W,105180000,82641000,100170000
YCR065W,36443000,42416000,37278000
YLR243W,97201000,88159000,108870000
YCR054C,67172000,76000000,84977000
YDR137W,82291000,55825000,67453000
YDL105W,64411000,57036000,99124000
YOR143C,80180000,75852000,80607000
YIR010W,55404000,72149000,64504000
YHR144C,87999000,40586000,93100000
YDL021W,54648000,47305000,49345000
YPL098C,197090000,175270000,176030000
YCL016C,83547000,56955000,71584000
YEL052W,50021000,49747000,51954000
YML129C,19038000,61991000,20510000
YNL127W,41999000,52344000,48354000
YNL255C,53528000,28320000,369270000
YDR493W,27174000,28586000,33292000
YML042W,15854000,20477000,29012000
YEL029C,68816000,117830000,117310000
YDL046W,149270000,134610000,173350000
YBL031W,46067000,67214000,44937000
YBR156C,63989000,47728000,60009000
YER101C,70469000,94722000,75600000
YDR443C,50658000,57146000,46374000
YOR113W,46265000,61584000,62170000
YOL065C,63526000,52605000,60056000
YLR231C,100390000,95060000,113600000
YNL200C,45875000,30412000,47080000
YOL068C,74915000,57390000,91419000
YDR270W,43488000,34255000,42962000
YDR528W,59369000,67255000,48600000
YDR351W,19850000,12427000,28542000
YPL065W,47128000,49990000,42932000
YAL051W,55545000,55598000,54200000
YHR060W,48372000,44109000,55637000
YER040W,27201000,47116000,35683000
YFR025C,134040000,164370000,155150000
YJR122W,70588000,66094000,78486000
YOR279C,81329000,77504000,73170000
YFR021W,49185000,30132000,52341000
YOR189W,129500000,117070000,124140000
YDR077W,20469000,21204000,16018000
YOL135C,71977000,69895000,71195000
YER058W,40126000,72460000,40301000
YGR260W,109540000,51386000,96638000
YBR246W,69667000,58892000,75254000
YBR005W,61865000,73282000,65959000
YFL009W,52299000,61678000,57036000
YCR090C,64114000,45088000,53086000
YDL104C,28417000,37623000,23269000
YML037C,41683000,54350000,41784000
YDL144C,58752000,58542000,56496000
YMR167W,47232000,60201000,40624000
YBR053C,45451000,45128000,74567000
YCR066W,54550000,64000000,47866000
YDR525W-A,43818000,52072000,62746000
YDL157C,78999000,42879000,47826000
YDR495C,52534000,64446000,58683000
YDR084C,33347000,36534000,35785000
YGL029W,74326000,97640000,196760000
YMR225C,121530000,147440000,112180000
YBR062C,59401000,55237000,63027000
YBR287W,60584000,26339000,51314000
YLR451W,48642000,70645000,45232000
YML046W,42081000,44198000,48704000
YHL017W,30120000,30091000,17746000
YDL123W,53445000,70797000,63295000
YER183C,33778000,44700000,55468000
YPR083W,49891000,51353000,49049000
YIL002C,39119000,49814000,76490000
YPL029W,39639000,42663000,42437000
YER152C,94224000,67324000,66408000
YNL245C,83046000,81665000,119420000
YLR170C,46269000,33962000,51583000
YBR002C,61469000,52330000,73030000
YEL053C,56081000,44550000,61397000
YOL152W,41285000,11381000,28898000
YDR434W,30069000,48656000,36871000
YJL088W,68552000,61124000,92394000
YOR377W,67257000,120150000,72766000
YGL016W,47927000,32155000,49675000
YOR256C,47142000,43574000,41485000
YGR203W,80631000,79388000,82495000
YDR391C,59569000,46791000,50271000
YCR042C,45279000,52146000,43237000
YJR126C,37467000,30403000,35780000
YOR166C,78662000,67954000,71252000
YOR094W,38358000,39916000,41819000
YMR073C,51486000,50075000,40619000
YBR028C,112680000,86071000,85241000
YHR100C,43498000,42724000,63084000
YJR031C,51539000,58964000,73203000
YJR034W,23654000,34253000,36681000
YOR321W,40923000,28447000,44313000
YMR316W,40990000,39569000,63900000
YPL103C,45443000,31950000,70988000
YPL242C,47587000,41452000,51441000
YDR173C,69362000,60894000,58067000
YDR373W,35901000,46180000,41517000
YDR248C,31314000,39663000,43186000
YOL053W,27416000,24682000,25491000
YMR196W,53510000,60348000,64321000
YOR125C,62159000,54803000,68573000
YCR003W,104390000,78345000,134880000
YJR067C,36118000,52862000,63301000
YNR074C,51719000,95592000,93708000
YOL007C,34912000,30451000,18944000
YOR278W,65638000,73734000,56291000
YOL138C,28978000,36681000,42988000
YGR046W,47328000,39562000,44027000
YML112W,50369000,50898000,37280000
YER018C,60369000,87939000,75933000
YOR266W,45013000,57086000,31144000
YHL029C,67574000,41464000,63877000
YKL184W,63527000,61413000,66818000
YGR068C,43790000,61432000,37170000
YHR079C,12618000,71608000,31231000
YDR200C,40375000,45576000,50310000
YDR335W,60279000,51936000,77002000
YDL180W,42971000,44032000,45010000
YFR019W,49474000,75988000,42259000
YMR019W,55362000,67603000,63997000
YLR190W,45646000,54030000,52170000
YOR358W,52057000,63330000,58569000
YDR031W,23581000,36439000,49187000
YLR082C,55787000,62518000,69760000
YKL209C,83624000,48799000,82399000
YKR086W,42297000,49971000,42524000
YOL071W,18235000,31768000,26398000
YML019W,38177000,23440000,36895000
YMR258C,45022000,50192000,62239000
YAL034W-A,58665000,67816000,57881000
YLR117C,41977000,22494000,43509000
YPL042C,59759000,70885000,53098000
YMR210W,69951000,56032000,69740000
YDR123C,42540000,50656000,41635000
YCR048W,37710000,59097000,51410000
YJL204C,82569000,180170000,95525000
YER019W,45393000,39658000,44798000
YMR287C,40962000,47898000,52105000
YPL153C,24140000,26441000,29881000
YPR107C,34181000,39072000,37734000
YMR177W,66336000,46743000,58737000
YOR246C,52447000,55775000,64423000
YJL058C,42370000,44928000,40656000
YJR052W,23812000,28381000,19278000
YHL027W,46631000,77138000,56946000
YPL203W,50863000,38535000,44474000
YML005W,63716000,43497000,71366000
YGL067W,60388000,33802000,66322000
YMR106C,69487000,45881000,52120000
YJR129C,60722000,71939000,76686000
YNL008C,34585000,30072000,30550000
YOR185C,39555000,32962000,53832000
YJL206C,52274000,49620000,53430000
YOL089C,36183000,54866000,53673000
YDL045W-A,14893000,36042000,23660000
YDR308C,17807000,45369000,16823000
YCL039W,38645000,34439000,63577000
YDR453C,66948000,67494000,60291000
YJR142W,52220000,23112000,44029000
YHR187W,85999000,49701000,81911000
YPR168W,17028000,36115000,28249000
YDL033C,63025000,45873000,44542000
YAL031C,41353000,33368000,28059000
YNL083W,30337000,32290000,48605000
YLR039C,893100000,370160000,229900000
YIL085C,33532000,36347000,21016000
YGR171C,42439000,32473000,56156000
YER061C,38041000,57168000,37582000
YKR076W,38421000,30374000,45745000
YGR247W,59493000,47065000,65457000
YDR067C,65502000,47307000,56822000
YOL067C,31783000,42780000,42582000
YPR155C,51524000,44178000,45754000
YLR176C,37574000,46624000,50795000
YBL060W,32428000,53659000,41344000
YMR172W,43116000,53967000,44335000
YJR054W,8657700,10212000,14419000
YNR009W,68286000,65016000,53211000
YBR290W,19464000,31241000,26293000
YPL196W,47230000,36868000,40082000
YIL088C,3629800,2999200,0
YJL141C,36799000,36882000,28966000
YMR223W,36427000,41943000,44982000
YMR312W,37857000,29873000,30182000
YER113C,23983000,12127000,17181000
YLR072W,62395000,45272000,44332000
YNL295W,42053000,53025000,41845000
YNL077W,55017000,41890000,40990000
YJR110W,43238000,64204000,39770000
YCR019W,51319000,48220000,58681000
YKL090W,107900000,133970000,85450000
YDL108W,43403000,37875000,56206000
YIR021W,45723000,29931000,46254000
YLR189C,29635000,23998000,24702000
YNL070W,16804000,35419000,28310000
YMR228W,44470000,35002000,54536000
YGL226C-A,24140000,21295000,17786000
YLL002W,61708000,71722000,77043000
YBR235W,37036000,21572000,33148000
YLR289W,35681000,33717000,42727000
YPL096W,37316000,28019000,30699000
YNR007C,58899000,45567000,46603000
YMR010W,18700000,14655000,14573000
YLR108C,49288000,34507000,37792000
YOR360C,45735000,0,48005000
YER071C,19114000,34071000,15233000
YPL011C,57912000,70794000,59814000
YDR440W,25810000,32133000,25286000
YOR022C,39706000,41229000,29605000
YJL094C,23285000,25124000,25601000
YML098W,61269000,61370000,77235000
YGR248W,24217000,18839000,36365000
YAR019C,38381000,21642000,24291000
YNL159C,28254000,37114000,34089000
YDL082W,146820000,166800000,285790000
YMR112C,6124700,14851000,5215900
YLR253W,55643000,39790000,48429000
YGR087C,53796000,37595000,98423000
YOR087W,25801000,30256000,27732000
YGR177C,92734000,38302000,89176000
YHR159W,35294000,36363000,34790000
YOL092W,39625000,26693000,40783000
YPL057C,28593000,30033000,31277000
YKL089W,45933000,36268000,62707000
YDR113C,49444000,66507000,46885000
YJR140C,29694000,39891000,30930000
YJL062W,27032000,9852800,28865000
YLL006W,33377000,42107000,47921000
YOR319W,25562000,36231000,31834000
YNL006W,55468000,40234000,47125000
YNL284C-B;YNL284C-A,39168000,34971000,41724000
YKL198C,29034000,41946000,32937000
YKL174C,27438000,30159000,25414000
YDR196C,39211000,41474000,35609000
YOR244W,40962000,42010000,50238000
YPR178W,30799000,29665000,20949000
YGR149W,17410000,24681000,15649000
YKR013W,58580000,56634000,73592000
YOL096C,23745000,22979000,20903000
YLR422W,43255000,41813000,36204000
YNL327W,27052000,64637000,19845000
YPR175W,55895000,50942000,63810000
YER146W,24315000,36124000,14424000
YCL001W,33636000,33352000,41809000
YNL020C,0,26532000,0
YLR284C,41610000,41454000,42389000
YDR386W,104060000,62157000,90451000
YOR245C,416010000,197950000,363680000
YGR257C,32879000,38378000,32351000
YPL241C,25112000,23252000,23250000
YKL019W,44187000,38041000,56638000
YJL006C,52189000,44826000,44729000
YAL015C,39028000,41658000,22870000
YLR005W,56341000,40956000,41458000
YOR296W,26379000,27037000,20937000
YKL047W,50426000,37949000,41133000
YOR179C,26126000,31872000,30424000
YDR331W,22659000,10375000,18518000
YNL193W,30006000,31377000,23388000
YER175C,30534000,19086000,28709000
YPR111W,34701000,34178000,35700000
YOR092W,30676000,27296000,62574000
YPL172C,27091000,24063000,26207000
YIL014W,42222000,30549000,42048000
YOL103W,39802000,55075000,39462000
YDL077C,42099000,37937000,40610000
YMR313C,35675000,29946000,34864000
YKR078W,16611000,21299000,20573000
YDR201W,33787000,35617000,52778000
YDR080W,54510000,66353000,45413000
YML041C,14149000,15057000,17547000
YER044C,80882000,59084000,115670000
YML076C,21834000,34019000,27288000
YML006C,13854000,21600000,19608000
YNL172W,48805000,27817000,41823000
YLR431C,28830000,40008000,31978000
YDL240W,60998000,71819000,65915000
YJL133W,48137000,31766000,48079000
YGL141W,26636000,32046000,24480000
YHR137W,52283000,60356000,46899000
YDR236C,42752000,44841000,48573000
YGR008C,33018000,36950000,89601000
YOR003W,67305000,60611000,68999000
YCL026C-B,9130600,73541000,42678000
YOR130C,38765000,25584000,43016000
YCR076C,28529000,28110000,28651000
YJR095W,17139000,17570000,18205000
YJL222W;YIL173W,12653000,18881000,12685000
YGR222W,19917000,29703000,25564000
YGL054C,32110000,19718000,27885000
YGL143C,42642000,56688000,35642000
YOL069W,46972000,50873000,50381000
YGR091W,18581000,9879600,15860000
YJR089W,24090000,32863000,19588000
YAR018C,30599000,23153000,27866000
YPR051W,44153000,33260000,41494000
YDR309C,38953000,52619000,46356000
YJR074W,34289000,24297000,31128000
YCR015C,42665000,48193000,40247000
YMR200W,92452000,134600000,61236000
YDR415C,57801000,42301000,61638000
YHL014C,38295000,43275000,40596000
YJR050W,28046000,36713000,30432000
YBL078C,24045000,36254000,51611000
YDR130C,27508000,34310000,30541000
YOR160W,37491000,27975000,40661000
YLR345W,30260000,44822000,32060000
YAL022C,27627000,35378000,34112000
YDR119W,6119700,0,10636000
YDR034C,30494000,35071000,34329000
YHR096C,37574000,25525000,36906000
YGR129W,85034000,84556000,135140000
YLR034C,38379000,13575000,44804000
YLR306W,35465000,35419000,32407000
YPR067W,26575000,30745000,39306000
YJL184W,23573000,26548000,29936000
YPL068C,32151000,50181000,31666000
YJR131W,39352000,32978000,39530000
YGL159W,18801000,20249000,21045000
YDR109C,46915000,45889000,47101000
YDL120W,33883000,31692000,38214000
YNR032W,18487000,16399000,17804000
YDR416W,39849000,28366000,30587000
YPL144W,21447000,25129000,18740000
YGR004W,25266000,32817000,26510000
YNL316C,21182000,7612700,27149000
YBL001C,47758000,62285000,37673000
YPL152W,29555000,37408000,26350000
YPL140C,28782000,48043000,25893000
YOR020W-A,50207000,42996000,49847000
YDR428C,32997000,20425000,32757000
YDR363W,23253000,24984000,7439000
YOL158C,40811000,25908000,26044000
YHR156C,16620000,34427000,16942000
YER128W,19541000,28853000,19797000
YDR045C,38767000,39277000,60229000
YMR185W,24192000,29695000,31039000
YDR284C,33554000,29387000,38352000
YMR032W,20749000,35472000,13402000
YER034W,30643000,29730000,52430000
YJL013C,39891000,27216000,30771000
YKR058W,26012000,33000000,34169000
YBL020W,35577000,22057000,34026000
YBR145W,40826000,42618000,36976000
YNL261W,21154000,25105000,23511000
YML027W,16216000,32115000,19864000
YBR167C,58372000,53774000,63321000
YNR067C,34868000,28864000,28623000
YLR085C,21190000,19259000,25566000
YJR053W,14825000,29332000,23478000
YBL013W,32572000,25776000,26341000
YOL036W,20495000,43064000,23599000
YLR065C,14496000,19940000,14456000
YOL013C,13843000,15372000,19485000
YOL137W,26161000,14374000,24485000
YHR152W,46474000,59522000,33698000
YGL080W,21047000,19232000,28269000
YPL279C;YOR390W,3144400,0,3562800
YER024W,15865000,0,9756400
YFL025C,16237000,20592000,14550000
YNL213C,19294000,35584000,39259000
