Majority protein IDs,hYPS1009 wt rep1,hYPS1009 wt rep2,hYPS1009 wt rep3
YBR003W,771510000,782310000,821220000
YMR128W,1025100000,970110000,1053500000
YNL108C,1108900000,1111200000,1147000000
YJL054W,879930000,936220000,892000000
YDR001C,971830000,763460000,902300000
YIL010W,958420000,1188000000,1114700000
YDR345C,1337200000,1271900000,1288900000
YOR252W,945230000,1158500000,1417400000
YMR067C,797080000,997860000,810540000
YMR308C,923020000,767560000,1081700000
YHR030C,563220000,561140000,543660000
YPL169C,882230000,918810000,1009300000
YLR268W,743960000,824620000,779600000
YER068W,925560000,1144200000,923070000
YLR026C,624900000,798570000,689330000
YDR062W,1185200000,1132300000,1274300000
YFR034C,828710000,883070000,857580000
YPR118W,1255800000,1074200000,1265200000
YER081W,878050000,724840000,841920000
YPL215W,981120000,920540000,1042300000
YOL049W,953590000,689010000,860010000
YJR068W,1065500000,1127800000,1021000000
YOR099W,840810000,793150000,1001100000
YHR148W,577130000,754170000,774190000
YMR192W,653650000,737080000,649170000
YDR098C,506780000,723710000,505790000
YGR128C,1032600000,812380000,1045100000
YHR113W,1166000000,961420000,1054700000
YML115C,836140000,726820000,713080000
YLR083C,911950000,899130000,923060000
YML030W,621880000,709700000,651730000
YMR033W,929560000,861560000,931480000
YML111W,862220000,900420000,820290000
YAL025C,1406200000,1571900000,1651300000
YDR049W,774720000,824820000,804080000
YOR123C,1011200000,1272300000,974320000
YGR037C,459190000,788690000,337940000
YNL014W,1368100000,979710000,1089900000
YER133W,1387800000,1149400000,1761900000
YOR089C,819070000,862140000,803240000
YHR163W,731800000,687180000,724630000
YDR195W,875370000,866750000,795910000
YDR266C,629980000,803330000,593990000
YJL178C,670950000,723970000,587560000
YER002W,1056800000,942230000,1117500000
YNL267W,986950000,1060800000,1020400000
YDR303C,882180000,776150000,831940000
YLR312W-A,814410000,697710000,707780000
YOR212W,1144800000,884700000,1068600000
YDR408C,885490000,777770000,791950000
YEL036C,783870000,879590000,607580000
YCL045C,783980000,668000000,733680000
YKL007W,824400000,726910000,829290000
YOL019W,666300000,883840000,703140000
YDR322W,808380000,727570000,840550000
YGL027C,718760000,538500000,716330000
YPR034W,903920000,721010000,924070000
YLR452C,1160000000,1174800000,1138300000
YBR135W,652440000,710080000,719850000
YPL082C,1064600000,937360000,1107900000
YDR093W,796560000,827770000,795770000
YOL093W,556970000,643360000,598330000
YCL014W,589060000,776980000,633050000
YMR149W,521760000,497430000,402350000
YJR051W,733140000,774240000,728610000
YER019C-A,679230000,576100000,692750000
YGL014W,765340000,731010000,787570000
YKL191W,812130000,909370000,929060000
YDR087C,1058000000,959310000,1042200000
YHR170W,1108300000,812190000,1221300000
YKR093W,584670000,604050000,566740000
YMR070W,700170000,1037200000,703070000
YOR222W,681350000,697800000,753270000
YER008C,741970000,765720000,760000000
YDR361C,1037600000,860380000,839000000
YLR033W,994760000,864120000,1024300000
YCR052W,946180000,1077100000,897100000
YJR001W,772670000,1094400000,938670000
YPL221W,551850000,520060000,524390000
YLR178C,722660000,728230000,715290000
YML130C,786360000,605360000,770110000
YOL051W,709350000,904520000,687380000
YDR161W,1026400000,1139100000,1088500000
YKL113C,788880000,878640000,858510000
YPL053C,648900000,680570000,679870000
YJL055W,691950000,885190000,673680000
YNR019W,718310000,903310000,606100000
YPR063C,798710000,770020000,864020000
YLR336C,959710000,909050000,950350000
YGR235C,502110000,608930000,558120000
YPR018W,651670000,846920000,671100000
YCR093W,940500000,674610000,963970000
YLR045C,676960000,633190000,682110000
YNL239W,765700000,770260000,803460000
YLR203C,1045500000,946690000,1185200000
YMR008C,493220000,529400000,551730000
YOR286W,327230000,415340000,382500000
YCR035C,860000000,927070000,960840000
YDR477W,1011800000,784750000,1023500000
YMR014W,705230000,696320000,717890000
YDR047W,1174700000,1050600000,1145000000
YNL163C,959200000,959820000,957820000
YHR127W,889880000,1079300000,1025100000
YJL168C,700430000,875050000,731350000
YNL139C,785960000,828000000,860440000
YMR212C,759020000,775210000,750260000
YJL166W,606320000,921620000,596450000
YMR039C,1403200000,1361600000,1571100000
YGR261C,709810000,914810000,741940000
YHR133C,654790000,572500000,621480000
YOR141C,895260000,855030000,858120000
YOR124C,694180000,775840000,697000000
YDL053C,1498800000,1574100000,1681600000
YMR243C,756780000,733880000,792510000
YFR028C,766780000,889530000,779820000
YKL099C,1035000000,1109900000,1282100000
YDR465C,920840000,849190000,842470000
YKR082W,745420000,659020000,789080000
YLR285W,604370000,417290000,492350000
YGL201C,875780000,876460000,945140000
YOR181W,866090000,874010000,853060000
YNL271C,631290000,761840000,690630000
YGR266W,726200000,681160000,767320000
YDR296W,812600000,913830000,787530000
YBR092C,891680000,1127100000,872140000
YMR197C,659540000,662460000,685380000
YOL080C,696650000,830700000,742930000
YLR439W,673660000,620150000,701960000
YOR271C,964580000,828630000,1077700000
YIL162W,404520000,377970000,417580000
YFL026W,932120000,923890000,811850000
YAL021C,749510000,659970000,809250000
YAL060W,537630000,511300000,564770000
YHR149C,800540000,859820000,719380000
YPL274W,430280000,551650000,370590000
YGR210C,1052200000,910100000,1089900000
YPR169W,923000000,908740000,902160000
YNL161W,728410000,706870000,835160000
YOR216C,716970000,717080000,570570000
YGR281W,722490000,651550000,720190000
YLR350W,766540000,670090000,630220000
YGR049W,351220000,265010000,589710000
YML110C,729890000,728080000,792300000
YBL032W,1048500000,833240000,978750000
YKL101W,502300000,565060000,529260000
YJL124C,1050800000,881700000,887020000
YGR220C,661440000,732120000,758510000
YDR395W,575370000,547720000,559290000
YIL117C,198580000,213870000,181030000
YLR182W,750230000,717580000,716970000
YCR034W,551410000,583480000,498200000
YJR075W,686800000,518260000,743270000
YOR283W,913380000,911590000,802680000
YGL172W,675160000,718640000,705580000
YIL030C,575110000,556400000,550710000
YNL102W,961230000,897950000,1014500000
YCL057W,686650000,713210000,729660000
YNL298W,706750000,825900000,735440000
YJR134C,639090000,839460000,666080000
YOL094C,709780000,667330000,780130000
YKR006C,406860000,566110000,504360000
YDR311W,629790000,774250000,646200000
YKL021C,901610000,705370000,1032400000
YNL062C,966990000,1016400000,1034600000
YML080W,769710000,789090000,760230000
YOR075W,624640000,533540000,686580000
YNL312W,575260000,531870000,414960000
YNL315C,555410000,690960000,562990000
YJL165C,670450000,736100000,644580000
YDL124W,609180000,508450000,575530000
YGL130W,756360000,700540000,683440000
YDL166C,936630000,928780000,888540000
YKL028W,676520000,761840000,708930000
YBR101C,680400000,574380000,646300000
YDR117C,525180000,456440000,502850000
YIL062C,453700000,574610000,498730000
YOR074C,932990000,849400000,947600000
YGL203C,696990000,668040000,700190000
YHR206W,737420000,830920000,662410000
YJL019W,937630000,847210000,944910000
YGL252C,942910000,777040000,1033900000
YDL086W,957870000,793250000,1094400000
YPL178W,790400000,837670000,774370000
YLR397C,937240000,790820000,866760000
YBR261C,576360000,719100000,568540000
YIL015W,943810000,1097700000,852370000
YNL149C,716810000,737890000,849810000
YBL069W,772320000,871610000,840090000
YER182W,677000000,790400000,811350000
YGR270W,759110000,767830000,743730000
YGR202C,700570000,850970000,662950000
YLR008C,815100000,812100000,909540000
YBL051C,662700000,833570000,629810000
YGR088W,1005400000,1088000000,952960000
YKL215C,733210000,711030000,782330000
YFR055W,1245300000,813310000,1281500000
YPR073C,700310000,764980000,750410000
YJR076C,893280000,685990000,781530000
YML016C,478230000,631530000,485980000
YOR112W,682140000,679990000,614550000
YDR297W,475790000,582710000,431690000
YER149C,562020000,632750000,645860000
YBL056W,890520000,712650000,849820000
YNL180C,560230000,548410000,555820000
YHR074W,794000000,688080000,870460000
YNL256W,922880000,836110000,990730000
YOR220W,724750000,814300000,722710000
YJL031C,620220000,530610000,643580000
YDR316W,477030000,546250000,525000000
YER154W,638180000,593110000,672100000
YNL208W,879070000,1003200000,1181900000
YMR140W,598860000,650090000,598690000
YLR113W,569550000,506390000,618630000
YGL242C,867420000,975290000,1007300000
YBR234C,854020000,657300000,853680000
YCR073W-A,918970000,898480000,1007700000
YFL023W,684200000,882160000,665870000
Q0250,799210000,562650000,986920000
YER063W,925050000,967180000,1434300000
YDR320C,576340000,641150000,576440000
YER062C,730440000,753200000,630370000
YER176W,835140000,849750000,857360000
YCL029C,603850000,602020000,604990000
YNL183C,613170000,733040000,585610000
YML094W,308550000,472670000,362810000
YMR016C,752220000,807020000,702100000
YIL155C,445620000,375550000,484320000
YDR406W,603600000,623080000,712040000
YAL017W,659080000,723760000,630230000
YNL059C,702250000,759420000,682090000
YPR171W,612240000,893230000,680250000
YMR285C,724420000,767530000,748450000
YER148W,755260000,748010000,732330000
YFR006W,777810000,694060000,809790000
YGL056C,669180000,549110000,709410000
YLR430W,681320000,707060000,653210000
YMR013C,86427000,648190000,281850000
YGL232W,723670000,854640000,674820000
YER123W,675840000,841770000,740630000
YBR273C,512740000,745880000,537930000
YML127W,1004300000,913580000,1021600000
YGL086W,678810000,729770000,666160000
YAR042W,684740000,665200000,660840000
YIR034C,1162100000,1122400000,1157800000
YBR177C,667610000,638020000,690810000
YOL010W,893090000,615080000,837410000
YDR257C,834340000,790790000,768250000
YLR220W,671650000,602610000,653370000
YGR084C,777840000,821390000,868590000
YEL020W-A,214000000,377890000,246650000
YOR337W,530420000,554270000,561620000
YDR518W,540460000,524920000,494910000
YIL140W,400380000,467060000,415790000
YKL006C-A,256430000,313310000,219110000
YIL044C,580430000,723820000,594730000
YOL031C,500820000,544430000,483620000
YBR256C,489380000,393840000,539960000
YKR002W,752990000,682740000,810900000
YGL169W,945200000,879420000,824840000
YMR125W,613330000,589180000,634410000
YOL140W,741170000,820270000,774730000
YGL062W,829950000,797770000,956340000
YNL173C,580530000,573040000,562810000
YJR137C,449960000,412780000,455690000
YGL181W,536450000,691170000,580450000
YGL035C,677960000,801820000,611030000
YOL143C,423160000,494010000,476550000
YOR188W,583410000,653940000,552600000
YML125C,506740000,419870000,457370000
YCR036W,460940000,401110000,508160000
YCL035C,337020000,525080000,510330000
YPL170W,460640000,542800000,571000000
YNL156C,404140000,560330000,378100000
YIL105C,601630000,632640000,633340000
YKL164C,615710000,652990000,627850000
YJR017C,623920000,848130000,851580000
YIL005W,561510000,533780000,547280000
YKL213C,587010000,541950000,630820000
YDL088C,586430000,702900000,559520000
YDR169C,540610000,612920000,513960000
YGL023C,560460000,624750000,568750000
YLL015W,435540000,373640000,373200000
YBR081C,533180000,565940000,530520000
YHR110W,266570000,195790000,406340000
YKL063C,585380000,698940000,621870000
YPR091C,486140000,530440000,484260000
YBR061C,689010000,683260000,602880000
YHR028C,374110000,91575000,812300000
YOL057W,749570000,651270000,746690000
YLR221C,1307000000,1528500000,1304400000
YGR274C,531350000,579980000,490430000
YMR161W,596250000,612350000,619930000
YMR058W,682680000,528590000,656890000
YAL007C,363460000,391660000,316350000
YKL170W,874580000,1085700000,918350000
YER056C,644150000,825150000,611450000
YOR290C,593810000,695470000,557550000
YAL059W,1085000000,1156400000,1604600000
YNL049C,614470000,471210000,617700000
YOR287C,1056900000,971800000,1012600000
YJR098C,694920000,556330000,644090000
YKR080W,612980000,520280000,582670000
YML117W,424210000,547710000,410060000
YBR160W,740060000,705490000,811330000
YEL043W,563300000,664140000,593140000
YDL019C,607170000,633460000,595280000
YKR008W,585110000,474350000,637410000
YPL195W,531990000,546580000,556610000
YBR126C,948120000,681980000,1042500000
YAR014C,493240000,617230000,480220000
YOL016C,565690000,579670000,597880000
YGR019W,596500000,579140000,660710000
YBR212W,527070000,604380000,550550000
YJL087C,592690000,542380000,595000000
YER094C,604030000,505660000,605470000
YBR082C,676120000,532270000,588250000
YLR105C,656040000,664860000,596500000
YIL116W,595350000,494570000,618920000
YHR077C,475660000,497170000,479190000
YLR187W,612550000,653980000,596660000
YIL108W,468850000,383530000,483230000
YDL092W,1471000000,1867300000,1364800000
YPR103W,693810000,478580000,667210000
YBR094W,586930000,543260000,572950000
YPL184C,725750000,680870000,793220000
YBR281C,775120000,670350000,847930000
YFR031C,542050000,510840000,536890000
YIL074C,599970000,596470000,644560000
YOR043W,455430000,507470000,439780000
YKL059C,502730000,688600000,508720000
YFL036W,563780000,620550000,630220000
YJR080C,487430000,462100000,551910000
YNL212W,607660000,572260000,607830000
YDR207C,535140000,636070000,545040000
YOL005C,592300000,799650000,628200000
YDR088C,671330000,789070000,675010000
YIL123W,281660000,310190000,265440000
YLR200W,209090000,291640000,187170000
Q0140,378140000,365780000,402820000
YMR219W,575480000,601370000,531490000
YJL180C,429210000,471520000,432630000
YNL022C,545780000,529090000,602720000
YPL010W,1009600000,788270000,1079600000
YNL045W,712880000,683720000,807180000
YHL002W,597890000,657720000,604980000
YGR200C,782570000,570740000,888900000
YPR086W,645730000,623120000,646590000
YPL180W,604240000,696920000,612070000
YBR026C,463110000,414710000,450820000
YGR233C,513080000,502070000,597750000
YIL124W,491410000,515470000,545980000
YGL066W,506090000,637540000,520310000
YNL129W,557120000,627640000,639720000
YLR421C,1184000000,1132200000,1411400000
YDR390C,766170000,589190000,778940000
YOR370C,625970000,604860000,649920000
YPR161C,494580000,682950000,526790000
YPL249C,500250000,556850000,411310000
YOR150W,479410000,651050000,573390000
YER065C,136370000,171220000,115130000
YDR452W,610350000,543570000,622570000
YHR032W,447660000,550850000,423290000
YDR069C,53802000,37309000,73150000
YOR359W,482470000,583680000,485150000
YKL193C,550210000,527390000,583790000
YKR065C,506310000,533910000,554830000
YMR250W,582000000,461040000,579330000
YNR015W,718890000,768520000,747010000
YOR163W,564680000,702930000,613980000
YOR132W,497570000,467870000,467340000
YGR009C,553810000,750340000,631010000
YLR321C,564720000,614880000,536990000
YLL029W,608880000,557740000,596120000
YLR454W,515550000,486080000,464040000
YLL022C,665820000,714840000,572600000
YJL098W,485020000,537370000,510140000
YPL129W,790990000,829910000,775610000
YOR330C,647760000,601150000,517460000
YHR013C,674460000,627460000,760760000
YLR059C,437830000,367800000,469780000
YKL032C,453070000,573220000,431670000
YGL238W,778580000,577040000,845390000
YDR051C,535410000,571450000,548770000
YDR036C,479670000,459630000,473560000
YBL105C,532480000,550120000,554260000
YML052W,467430000,477180000,382570000
YLR195C,805590000,548510000,879120000
YDL112W,627190000,547750000,600650000
YDR485C,540800000,881820000,507390000
YLR287C,484250000,446230000,463430000
YDL135C,674400000,638820000,732000000
YLR086W,379840000,451460000,397090000
YDR312W,431790000,489430000,439130000
YGL212W,429540000,546500000,433660000
YDR322C-A,153740000,253590000,176000000
YLR447C,764680000,508210000,936140000
YHR197W,574990000,444850000,490830000
YJL060W,335990000,325260000,346000000
YPL188W,699460000,698530000,779830000
YHR147C,446670000,497960000,419680000
YJL145W,622830000,533260000,644030000
YIR036C,461460000,487470000,454080000
YPL059W,505320000,538630000,675570000
YLR324W,560320000,608430000,543790000
YEL055C,745400000,476320000,727570000
YOR357C,539510000,608930000,590480000
YHR111W,550800000,580610000,602420000
YDR464W,508850000,656960000,481560000
YNL192W,409160000,401210000,376470000
YNL015W,310440000,357980000,203180000
YDR138W,431950000,495200000,398260000
YOR303W,562500000,510990000,590100000
YGR183C,192380000,499600000,166130000
YML034W,439160000,444050000,426590000
YGR020C,424780000,595190000,293170000
YOL088C,396880000,335720000,352770000
YPL265W,560240000,489890000,598300000
YOR090C,449710000,522160000,460100000
YDR143C,526100000,605510000,550550000
YNL041C,500660000,502360000,463590000
YHR076W,523250000,511080000,487190000
YJL217W,422040000,318710000,360730000
YPL030W,661200000,559740000,575400000
YER069W,494240000,499730000,544170000
YDR527W,490090000,591830000,470320000
YKL079W,493740000,475610000,443320000
YMR062C,378400000,397050000,426870000
YKL087C,373350000,413150000,424400000
YHR192W,398460000,447290000,351280000
YNL091W,445250000,564740000,449290000
YER027C,469050000,615460000,451550000
YMR184W,275360000,342410000,295860000
YOL090W,511240000,498480000,506570000
YIL016W,548930000,560130000,546840000
YKL078W,687920000,653860000,708150000
YJR032W,523960000,575260000,553830000
YNL330C,591520000,504960000,630120000
YDR510W,848800000,650050000,946900000
YBR014C,406360000,524680000,475560000
YKL155C,410450000,466740000,399050000
YGR012W,544870000,513990000,554120000
YGR033C,456880000,459630000,531600000
YKL186C,405430000,423150000,453800000
YOR288C,412060000,359820000,388640000
YDR333C,567340000,600870000,578050000
YJL143W,604200000,508950000,654410000
YGL100W,576760000,479480000,603860000
YNL274C,345880000,360180000,343690000
YJR092W,399270000,461920000,448830000
YIL003W,976100000,705180000,1209200000
YHR012W,525450000,529980000,529790000
YPL139C,498440000,543600000,524520000
YKL203C,566900000,550990000,676400000
YFL013C,390940000,500320000,395310000
YAL041W,536130000,577230000,557110000
YIL020C,558610000,507900000,525200000
YGR081C,649780000,581310000,1083400000
YGR195W,531090000,489880000,506900000
YMR054W,479910000,334490000,407000000
YPL081W,530670000,537190000,785880000
YMR075W,447110000,501540000,449730000
YLR386W,502440000,480430000,469310000
YIL103W,759560000,677120000,843760000
YKL151C,433660000,433070000,425420000
YLR174W,341690000,284680000,371540000
YNL233W,418550000,465720000,396300000
YIL039W,430510000,424380000,463720000
YOR343W-B;YOR192C-B;YDR210W-B;YDR261W-B,350870000,595220000,386660000
YLR378C,518830000,436070000,553770000
YKL214C,667710000,741070000,810240000
YDL117W,376830000,413680000,349090000
YLR370C,481110000,397310000,461890000
YOR078W,1471800000,1712600000,1499700000
YNL039W,450200000,515070000,447120000
YML054C,393730000,350340000,431630000
YLR411W,621050000,310730000,543480000
YJL092W,632770000,573360000,487770000
YHR043C;YHR044C,334920000,300070000,352270000
YDR458C,489950000,421980000,443600000
YML079W,374620000,462150000,353930000
YCL061C,442070000,522580000,445410000
YJR049C,376000000,435740000,346000000
YER143W,434630000,478090000,408910000
YBL016W,672000000,695790000,725250000
YFR049W,318980000,401230000,415940000
YDL207W,425990000,390600000,398060000
YLR038C,204510000,265010000,222760000
YNL099C,309240000,316170000,335530000
YFL001W,744550000,865800000,822100000
YDR272W,491640000,572390000,572540000
YER100W,664180000,683310000,651110000
YIR001C,477020000,577860000,578100000
YBL107C,346280000,432840000,381890000
YNR060W,481610000,388620000,451040000
YGL139W,413970000,483800000,453480000
YLR291C,688750000,503020000,599140000
YCR069W,434000000,396970000,425090000
YBR126W-A,266740000,229880000,239380000
YNL068C,477480000,527260000,473770000
YJL005W,489030000,529840000,469150000
YMR275C,480110000,492320000,452240000
YJL061W,588020000,452690000,509850000
YIL036W,417980000,530720000,427510000
YDR017C,434050000,521290000,477610000
YMR037C,433110000,518770000,435770000
YPR143W,1213100000,1466000000,1017800000
YBL038W,349800000,514180000,535890000
YBR260C,463490000,517270000,489560000
YHR056C,591950000,552100000,552880000
YLL036C,440390000,441570000,449720000
YLR181C,419540000,463610000,423840000
YGL246C,660600000,510700000,618530000
YBR200W,513370000,507320000,436110000
YMR061W,487950000,595620000,437880000
YER112W,577270000,631170000,872960000
YER105C,585480000,455430000,588160000
YDL099W,605250000,574670000,589770000
YDL111C,749850000,631950000,743530000
YHR034C,372450000,384770000,401520000
YPL055C,464950000,628270000,476570000
YJL042W,420780000,471310000,408640000
YDL190C,381680000,380980000,395680000
YIL095W,446660000,499030000,411260000
YJR086W,331990000,415160000,311030000
YPR172W,301570000,451630000,318810000
YDL164C,472900000,465430000,522650000
YML032C,453410000,465750000,404380000
YKR070W,572430000,657600000,578960000
YKR042W,296700000,318410000,282170000
Q0045,269570000,180780000,218270000
YMR178W,416360000,402640000,406990000
YJR091C,318680000,382650000,319730000
YLR110C,514830000,497100000,475150000
YMR110C,385300000,405440000,392180000
YFR041C,380460000,376540000,418680000
YHR001W-A,513090000,687420000,488570000
YHR103W,391140000,473580000,390590000
YOL130W,459920000,528660000,441590000
YER166W,409100000,413110000,403710000
YNL050C,629960000,611350000,592250000
YGL196W,452800000,475210000,474700000
YGR048W,399470000,467790000,428550000
YKL110C,465210000,451600000,514500000
YNL155W,437680000,454600000,401000000
YJL101C,553320000,616890000,576990000
YDR449C,599930000,512950000,580290000
YHR132C,707120000,493890000,667380000
YOR039W,508680000,367300000,454440000
YHR201C,619420000,477760000,628490000
YDL044C,350310000,491810000,383110000
YMR074C,361440000,348980000,674750000
YNL317W,474170000,469610000,493160000
YKL103C,372180000,373650000,399320000
YBR058C,397410000,420350000,413870000
YLR262C,328500000,310240000,286410000
YKL039W,240360000,247310000,271140000
YHR073W,495790000,582620000,500030000
YBR159W,420930000,279690000,417250000
YPR023C,444540000,493280000,454220000
YKR084C,427750000,476150000,487370000
YER141W,460670000,418290000,572890000
YJL011C,427200000,548620000,484810000
YKR028W,402350000,392740000,385110000
YPL116W,518030000,421120000,444120000
YDR237W,473640000,525650000,401230000
YOR008C,301720000,375600000,284180000
YML071C,366260000,412660000,331660000
YNL306W,292740000,355680000,261130000
YJR132W,451080000,471470000,418620000
YFL002C,635220000,549220000,608700000
YMR102C,398610000,449350000,360860000
YGL020C,268360000,236050000,308860000
YJR083C,330000000,388920000,413990000
YHR084W,515190000,515060000,461990000
YBL035C,488420000,522140000,517370000
YFL047W,367710000,403220000,408720000
YKL042W,388860000,434350000,467810000
YLR403W,405320000,470510000,418490000
YER016W,489900000,493280000,425550000
YJL066C,247670000,265320000,216040000
YIL046W,207400000,362970000,228080000
YNR022C,250540000,302250000,288430000
YMR216C,470530000,562290000,450180000
YPL245W,440470000,432010000,531330000
YDR122W,290950000,363020000,312500000
YGR232W,459670000,378720000,412020000
YDR369C,304590000,389170000,333160000
YPL088W,183290000,144920000,201850000
YGR156W,450500000,404330000,450240000
YOR164C,488990000,381740000,543570000
YAL030W,332550000,359420000,331210000
YCL044C,468740000,386570000,461890000
YNL124W,489870000,542620000,383020000
YKL135C,467250000,534120000,509930000
YER172C,348690000,344800000,317600000
YJL115W,695870000,744560000,795120000
YMR152W,367010000,353660000,414170000
YPR100W,268760000,358170000,333960000
YBR227C,455910000,529960000,471710000
YOR367W,405600000,451010000,483480000
YNL076W,348240000,439410000,387680000
YBR170C,414010000,457280000,445880000
YDR372C,468160000,309670000,443760000
YDR505C,307660000,325960000,342830000
YDL224C,358630000,462920000,361140000
YLR328W,575110000,501320000,592360000
YEL038W,285130000,269840000,272240000
YOR014W,317770000,326800000,319300000
YOR241W,454950000,392360000,456540000
YLR274W,517430000,376950000,538670000
YOR127W,310640000,352890000,303770000
YKR090W,425810000,535390000,429990000
YBL057C,553110000,473770000,509940000
YKL154W,433160000,359550000,407640000
YML062C,395910000,450690000,411120000
YMR237W,426170000,395890000,577490000
YDR516C,562920000,369890000,505480000
YOR196C,403700000,457700000,378390000
YJL081C,386340000,439840000,409270000
YGL115W,428320000,346900000,461120000
YGL087C,411140000,398350000,470170000
YER111C,390870000,452540000,414730000
YNL074C,335010000,437570000,344610000
YLR407W,483850000,589790000,505320000
YIL079C,440760000,466910000,377400000
YDR362C,433000000,475040000,483400000
YIR038C,327780000,319450000,386590000
YLR055C,493810000,453170000,538570000
YDR460W,342470000,391070000,337450000
YOR174W,389980000,489600000,450370000
YMR277W,407570000,440970000,415100000
YIL129C,350120000,365660000,401680000
YHR081W,525860000,635100000,736010000
YBR171W,383840000,349560000,352990000
YML059C,502020000,514590000,499520000
YPL263C,573870000,499210000,525530000
YMR134W,316850000,233870000,269820000
YKR067W,289900000,265930000,296660000
YML036W,255690000,252210000,242400000
YLR433C,528520000,519940000,575160000
YDR176W,330040000,398420000,327680000
YIL083C,572730000,414660000,551200000
YGR136W,386780000,438110000,480900000
YLR258W,358850000,309200000,369340000
YHR198C,481910000,421530000,405490000
YOR355W,376620000,458870000,425180000
YDR054C,491200000,445890000,462150000
YML014W,490440000,510570000,505890000
YNL321W,291050000,301400000,291810000
YDL223C,317140000,347870000,303020000
YHR087W,854860000,1071500000,600900000
YDR531W,430530000,458650000,503320000
YOR265W,242320000,331720000,193980000
YAL049C,381580000,393830000,364140000
YDR280W,401010000,378640000,348220000
YKR079C,438350000,421420000,489900000
YER099C,405260000,362490000,335690000
YDR164C,401350000,378870000,401370000
YIL027C,378070000,349110000,343120000
YDR229W,349240000,357380000,331500000
YDR097C,430990000,404170000,412020000
YBR074W,304760000,321020000,260980000
YDL101C,317910000,300440000,311210000
YNR034W,361130000,323340000,380640000
YDL167C,444820000,579220000,463890000
YLR214W,721010000,295130000,521520000
YOR211C,334300000,366660000,332900000
YMR076C,350460000,321150000,341410000
YNL106C,388850000,431230000,338700000
YKL141W,234210000,230940000,323900000
YKL088W,518900000,520270000,504340000
YNR026C,345590000,360710000,354120000
YOL115W,375600000,328160000,317870000
YFL041W,307760000,274730000,297590000
YNL026W,286780000,213190000,248580000
YER022W,344450000,335370000,285750000
YEL011W,342450000,296240000,317180000
YIL048W,289380000,313420000,316120000
YNL272C,350480000,376900000,411540000
YLL043W,355220000,433260000,326110000
YHR038W,274610000,318020000,412340000
YDL236W,508800000,351920000,447890000
YDL047W,431350000,390480000,448710000
YDR533C,306690000,315170000,268380000
YOL081W,344150000,463890000,371650000
YDR519W,892870000,649930000,785630000
YLR372W,721780000,466900000,546340000
YML091C,305580000,291620000,339220000
YPL135W,250060000,374520000,324180000
YBR017C,263780000,238920000,269580000
YMR264W,216300000,277800000,225260000
YKR074W,392100000,322470000,443070000
YHR172W,363820000,436810000,484230000
YPR156C,291470000,334790000,296760000
YCL057C-A,504350000,571580000,561470000
YGL022W,360320000,393510000,297790000
YNL229C,289880000,335310000,305880000
YHR072W,403290000,285760000,437480000
YCR046C,258940000,412170000,314140000
YBR288C,396900000,454940000,437270000
YGR056W,317970000,380100000,317150000
YNL221C,297370000,385380000,319250000
YGR158C,403920000,344220000,369340000
YGL231C,444330000,361400000,432580000
YPR184W,385440000,344450000,398480000
YDR325W,388330000,356940000,375900000
YKL207W,195450000,192550000,179700000
YBR192W,389780000,350900000,412500000
YNL167C,275500000,349320000,274250000
YIL156W,308220000,292330000,298700000
YNL227C,263570000,318320000,221430000
YOR274W,245340000,313620000,267080000
YMR006C,435960000,510660000,374730000
YLR326W,269490000,230310000,316720000
YLR146C,371270000,380340000,353820000
YCR037C,311690000,233890000,273610000
YER032W,304830000,344000000,304070000
YEL022W,455200000,336940000,445090000
YIL009W,781120000,586680000,767110000
YMR222C,290330000,353570000,255490000
YDR422C,378670000,407710000,382390000
YNL027W,320820000,388690000,334310000
YGL153W,289470000,343730000,299760000
YOR304W,348140000,364700000,331340000
YOR233W,328080000,463200000,353510000
YNR024W,1155000000,1160700000,1355000000
YGL133W,358350000,342950000,376950000
YDL181W,40456000,76232000,61271000
YMR189W,254630000,282340000,321190000
YIR012W,422530000,291730000,462090000
YEL003W,194830000,275950000,159050000
YJR133W,263570000,248120000,237800000
YMR139W,290860000,280710000,287110000
YDL188C,506890000,404540000,446620000
YMR002W,642040000,523750000,726560000
YMR297W,224680000,204730000,180080000
YML103C,418160000,318020000,430910000
YGL050W,448310000,396780000,383410000
YNL224C,290640000,380470000,291430000
YDR041W,261340000,274400000,267870000
YGR058W,304850000,388960000,294710000
YKL116C,281520000,299490000,276750000
YBR057C,291640000,320430000,285520000
YDR039C;YDR038C,145600000,176220000,149020000
YNR034W-A,350050000,354870000,287610000
YCL028W,410940000,493040000,466910000
YOR119C,604060000,516320000,608890000
YBR120C,158090000,240950000,214180000
YKR100C,294620000,320980000,261610000
YGR284C,215560000,248060000,201610000
YOL149W,346530000,346870000,343870000
YGL107C,321710000,283840000,380470000
YLR138W,305080000,377850000,303650000
YDR206W,280830000,334380000,251500000
YJR093C,382990000,526690000,386410000
YGL112C,412500000,359080000,500320000
YLR126C,330590000,361540000,313100000
YDR166C,276970000,305590000,258660000
YDL036C,322580000,377110000,312020000
YDR468C,253520000,288440000,227110000
YGL241W,336120000,297400000,371610000
YGL174W,330690000,406310000,360140000
YDL137W,398390000,360570000,356740000
YPL155C,297950000,321530000,315050000
YDR156W,737670000,802760000,854160000
YNL100W,216900000,227410000,202420000
YLR071C,278510000,225810000,269670000
