UID,BC187_YPD_Avg_log2_Fitness_Score,BC187_FDR,BY4743_YPD_Avg_log2_Fitness_Score,BY4743_FDR,DBVPG1373_YPD_Avg_log2_Fitness_Score,DBVPG1373_FDR,NCYC3290_YPD_Avg_log2_Fitness_Score,NCYC3290_FDR,Y12_YPD_Avg_log2_Fitness_Score,Y12_FDR,Y2209_YPD_Avg_log2_Fitness_Score,Y2209_FDR,Y389_YPD_Avg_log2_Fitness_Score,Y389_FDR,Y7568_YPD_Avg_log2_Fitness_Score,Y7568_FDR,YJM1273_YPD_Avg_log2_Fitness_Score,YJM1273_FDR,YJM1389_YPD_Avg_log2_Fitness_Score,YJM1389_FDR,YJM1592_YPD_Avg_log2_Fitness_Score,YJM1592_FDR,YJM978_YPD_Avg_log2_Fitness_Score,YJM978_FDR,YPS128_YPD_Avg_log2_Fitness_Score,YPS128_FDR,YPS163_YPD_Avg_log2_Fitness_Score,YPS163_FDR,YPS606_YPD_Avg_log2_Fitness_Score,YPS606_FDR
YLR288C,-0.032825448,0.859944223,0.2713768,0.068752418,-1.078639021,0.0000173,-1.697824313,0.0000263,-1.65238532,0.0000144,0.422714691,0.159454056,0.095286476,0.674602406,0.382299247,0.000403297,0.146464081,0.357088119,-1.038675639,0.00000434,-0.331299742,0.250458532,0.301445687,0.425328254,-0.478571356,0.250972035,0.186832552,0.23385549,-0.636516748,0.274719139
YBR137W,-0.308135148,0.070299239,0.281391161,0.002267913,0.073374009,0.709117011,-1.115999927,0.001154984,-1.029674476,0.000289114,0.487652719,0.053832282,0.126547192,0.522169635,0.279146509,0.006294093,0.147651975,0.407745105,-0.646612561,0.000534096,0.090496356,0.787663052,0.180317559,0.611239154,0.236590661,0.355341821,-0.090234566,0.494252953,0.027964095,0.962831073
YKR058W,0.110813858,0.369707026,0.037904683,0.751180342,-0.542959209,0.0000527,-0.67964173,0.004848559,-1.528601258,3.19E-11,0.185803049,0.458832594,0.16099463,0.254544459,0.190265462,0.049161728,-0.260191537,0.132562115,-0.655552064,0.0000435,-0.265540124,0.227582892,-0.152927914,0.530277487,-0.254745463,0.358131873,-0.074440884,0.534834055,-0.008619867,0.985835067
YJR129C,0.091225782,0.548511161,0.360460091,0.007359099,-0.403238078,0.000610291,-0.702466096,0.034528288,-1.558974697,1.47E-08,0.277710897,0.397044225,0.196647434,0.249938192,0.217380218,0.043098923,-0.152653264,0.527160039,-0.946211746,0.00000887,-0.033595864,0.936467248,0.026258857,0.947617784,-0.590811958,0.181176686,0.077478609,0.793997905,0.579962955,0.56735341
YBR193C,-0.011392126,0.929822618,0.092315919,0.358583562,-0.298049472,0.055329317,-0.85248032,0.00162858,-1.385138837,1.41E-09,0.26543051,0.300100583,0.204903124,0.121697015,0.190980099,0.036367321,-0.024315415,0.864863846,-0.431860957,0.009824523,0.282914645,0.129401475,0.114466141,0.635370284,-0.194162589,0.497158738,-0.100546622,0.381129793,0.11357905,0.79746541
YKL181W,0.238878688,0.224806934,-0.544586522,0.0002343,#N/A,#N/A,-3.939396315,7.01E-10,-1.082304794,0.015406157,0.056441825,0.946171459,0.233473216,0.436402121,-0.372675541,0.021135388,-0.440282968,0.34447297,-1.253026073,0.0000203,0.391431266,0.417038646,-0.376069954,0.289375772,0.295386474,0.405664254,0.032820942,0.882149497,-0.004999545,0.99195166
YER014C-A,0.035472632,0.8133383,0.06286973,0.648218656,-0.756940941,0.00000326,-0.530603188,0.06843306,-1.541481566,3.95E-09,-0.097979919,0.780467656,0.248504735,0.057892045,0.229850831,0.010885156,-0.371276633,0.041315702,-0.432206774,0.010582179,0.140675139,0.59070931,0.368391409,0.107838689,-0.257953351,0.420212992,-0.223072186,0.142323042,0.116303276,0.821474339
YHR140W,0.077222045,0.582439001,0.154343739,0.107106431,-5.765638748,2.47E-32,0.215222988,0.337367344,-0.612191348,0.00859221,-0.107347466,0.690164136,0.254824917,0.062735709,0.485393461,0.000000517,0.119256048,0.538901381,-0.439550561,0.011586854,0.199175555,0.307963297,0.333080353,0.100488437,-0.586266733,0.100205843,-0.012983733,0.929786123,0.285844139,0.486283104
YPL222W,-0.097871363,0.51354062,0.161243387,0.307874756,-0.487305847,0.000244556,0.703066139,0.070949075,-1.78431304,1.05E-11,-0.216179246,0.467400754,0.268531232,0.129671665,-0.241820042,0.025239742,-0.348191135,0.129625168,-0.884007236,0.00000521,-0.161447253,0.671225115,0.001779041,0.999735657,0.310937865,0.26315144,-0.006047248,0.933114489,-0.119447773,0.847449321
YDR510W,0.168009289,0.3064011,-0.083471074,0.558001964,-0.596335745,0.000000777,-0.138778942,0.692690476,-0.91620925,0.000297055,-0.071522115,0.845442918,0.276390131,0.105909958,0.409613212,0.000265174,0.01487907,0.971745546,0.387215391,0.016243022,-0.169767166,0.610937098,0.20489893,0.489010579,-0.707152296,0.157334584,0.167584364,0.155106753,-0.60295965,0.279154892
YIL157C,0.224930422,0.168644389,-0.200208489,0.138033063,-0.38080139,0.009641245,-0.804158682,0.011410062,-0.567807858,0.178084853,0.176450194,0.641727796,0.331565592,0.095251194,0.268242084,0.047596825,-0.205979146,0.483560442,-0.726680515,0.000432581,-0.389585711,0.212839827,0.229405176,0.510016865,0.172900976,0.727847777,0.132415391,0.516098072,0.48200285,0.678551017
YNL217W,0.029301415,0.918487357,-0.147037278,0.356126671,-0.417536009,0.011460757,0.172179797,0.749461357,-0.783848192,0.080366864,-0.270011675,0.475276059,-1.139117347,0.001047138,0.263115279,0.079194245,-0.413393616,0.264957711,-0.805761824,0.015042467,0.326926006,0.466398138,-0.651301195,0.188289959,0.550012188,0.082474574,0.248523564,0.043749897,0.620769838,0.285262612
YDL148C,0.188468856,0.423966694,0.323715999,0.003948116,-0.522125812,0.001446868,-0.437650683,0.209073992,-1.963285662,0.0000347,-0.613933935,0.24210275,-1.003941812,0.000955372,0.129151066,0.468452857,-0.322975213,0.501743374,-0.594173841,0.022593719,-0.027485454,0.960573147,-0.265417961,0.530277487,0.191958343,0.701328609,0.283335799,0.208384571,0.297773871,0.674670303
YPL235W,0.07344093,0.599783948,-0.098462392,0.495474834,-5.055108591,9.05E-24,-1.854465892,0.00000654,-0.891886933,0.013445026,-0.055292859,0.905103211,-0.903761971,0.0000575,-0.109301667,0.463775434,-0.525422262,0.085451626,-0.422585605,0.04338032,0.149295814,0.665598289,-0.623539408,0.105321411,-0.751207705,0.103946416,-0.128083618,0.59774194,0.226053331,0.738414712
YDR223W,0.077699366,0.52691434,-0.927868219,1.4E-13,-0.619787192,0.00000105,-0.831941027,0.296244496,-1.727525257,8.26E-14,-0.049181367,0.865246717,-0.888324797,4.12E-08,-0.140002818,0.381139576,-0.063052131,0.724107821,-0.911372782,0.000000334,-0.134158836,0.574725525,-0.078079853,0.779187652,0.135868811,0.703764933,-0.127400192,0.298375675,-0.932687764,0.061855779
YKL046C,0.112446725,0.669850115,0.268709998,0.320721437,-0.379560427,0.004656744,-0.089817247,0.853425598,-0.936656403,0.037115163,0.097784906,0.882502812,-0.808077416,0.01715232,0.082868979,0.688743657,0.239738299,0.592118137,-0.885545954,0.005344586,0.068499314,0.919529438,-0.521394515,0.33528495,#N/A,#N/A,0.112930081,0.656776231,-0.051554247,0.962568625
YDL044C,0.022731899,0.93275704,-0.15909881,0.37802078,-0.724309163,0.000695125,-0.77532501,0.102733446,-1.440710444,0.00000745,0.026089698,0.995804639,-0.775170811,0.004740171,-0.135833901,0.379525987,-0.472013007,0.210476637,-0.834110761,0.000427317,-0.520273584,0.230468974,0.149800418,0.531095259,-0.0503927,0.943415121,-0.105448382,0.574429187,-2.001610279,0.030245546
YLR137W,-0.110038695,0.502710742,-0.137036247,0.421590919,#N/A,#N/A,-1.896665992,0.000192895,-1.534238039,0.000000706,0.094297861,0.847030457,-0.719285143,0.001403431,0.140589536,0.215647192,-0.094811633,0.624780346,-0.671774554,0.000874536,-0.152474051,0.702929642,0.333761271,0.346057686,-0.10475307,0.724701988,0.117563464,0.362917558,-0.573751307,0.267844756
YOR087W,-0.258202617,0.157567896,-0.366250329,0.007616429,-0.760121668,0.00000315,-1.605197051,0.000543141,-0.788154756,0.006044439,-0.155683501,0.734323583,-0.708881585,0.005195958,-0.199594106,0.161933747,-0.337988014,0.219187385,-0.962476037,0.0000661,0.104205973,0.833020478,-0.374524895,0.234365425,0.041069715,0.928559387,0.068447511,0.695026358,-0.430776908,0.48658391
YFL030W,-0.14604455,0.353227506,-0.036006445,0.74859329,-0.378253773,0.002377251,-0.13643845,0.671818863,-1.852002318,3.19E-10,0.273587816,0.298706663,-0.661285809,0.002714841,0.118097188,0.323690609,-0.049878294,0.870455009,-0.607182406,0.000885134,-0.237853288,0.459434684,-0.05913794,0.881428746,-0.514194187,0.143390647,-0.214335388,0.117800781,-0.206481879,0.785460414
YLR328W,0.009100243,0.951958561,0.10157305,0.524863904,-0.097535573,0.436041299,-0.525176799,0.237630446,-1.468048198,1.08E-08,-0.023006275,0.941695477,-0.630646808,0.000432564,0.073204294,0.480210624,-0.311390487,0.138186614,-1.202748732,1.46E-08,0.042349843,0.884867083,-0.235064313,0.419558696,0.120633064,0.713010439,-0.111041189,0.43323051,-0.305748235,0.595665633
YEL051W,-0.0534231,0.790886384,0.231751784,0.096839602,0.171891069,0.436041299,-0.18602833,0.615211147,-1.156475819,0.000658132,0.063688572,0.865246717,-0.620487275,0.010862011,0.138558213,0.354707035,-0.148171609,0.681405811,-0.751793612,0.000727734,0.084557829,0.84037,0.49279194,0.114444596,-0.494971997,0.396422512,0.24176277,0.191246134,#N/A,#N/A
YCR091W,0.187074468,0.158537242,0.298242241,0.017016119,0.080153655,0.527365254,-0.709269634,0.013059299,-0.647228997,0.012879953,-0.157280946,0.61305932,-0.588517631,0.001576909,-0.026105197,0.825951583,-0.312634812,0.204617807,-0.749988123,0.000198335,0.014388465,0.981741304,-0.18491526,0.590631344,0.052264587,0.877478222,-0.018874673,0.907767112,-0.317801788,0.672026873
YPL089C,0.062115955,0.708869707,0.095940175,0.464985638,-0.15277142,0.310145781,-1.133881471,0.003711294,-1.409309299,0.00000882,-0.087596802,0.830758452,-0.587234452,0.005486863,-0.0941318,0.52812043,0.193165513,0.23030507,-1.5556521,3.14E-10,-0.225222212,0.580242762,0.215537696,0.504665386,-0.115437862,0.762023106,-0.326491631,0.063966405,0.159913218,0.736856272
YFR055W,-0.033563955,0.817458937,0.117268687,0.369101081,-0.041995547,0.65255411,-0.347846986,0.246975403,-1.915897889,3.87E-11,-0.108737145,0.687403801,-0.532849413,0.004991089,0.124158894,0.189755812,-0.257507385,0.190957218,-0.445270857,0.016831515,0.125986741,0.66029201,0.143648035,0.645633442,-0.001814238,0.996444986,-0.066631146,0.637634306,-0.048438271,0.943317534
YOL025W,-0.168943204,0.265669685,0.138541391,0.295721324,-0.280366177,0.002550959,-1.921468465,0.0000012,-1.383651631,0.000000745,0.07683506,0.869103866,-0.519998646,0.010940584,-0.096711836,0.459117741,0.183567,0.416046976,-0.713970205,0.000773465,-0.107019345,0.759319197,-0.008827251,0.971310699,-0.654782155,0.169536143,-0.162572475,0.301901294,-1.604246622,0.002240596
YEL058W,0.166192519,0.471765457,0.154597876,0.160635754,0.122243033,0.260700671,-1.576201604,0.0000408,-1.24817127,0.0000629,-0.341897653,0.321147148,-0.501641611,0.040881763,0.017115794,0.91542391,-0.12599228,0.691009783,-1.141788272,6.32E-09,0.138416463,0.714324232,-0.397842634,0.322135741,-0.623075733,0.185903184,0.258770929,0.062372907,-0.936968771,0.264794339
YKL089W,-0.305031112,0.104329315,-0.22262759,0.213772746,-0.133974211,0.178315039,-0.733514119,0.175350045,-1.118470155,0.0000461,-0.029386729,0.92881353,-0.479753037,0.034395016,-0.197576024,0.108082258,-0.053660871,0.865795783,0.624695455,0.000219472,0.314738791,0.259233935,0.057380316,0.896416874,-0.246967511,0.467941245,-0.096967531,0.54630233,0.186189735,0.731451679
YGL134W,0.003855479,0.98872775,0.278443081,0.084916886,-0.465917498,0.000667381,-0.689046615,0.033565407,-0.730070717,0.007517855,-0.131942553,0.72559077,-0.464443226,0.036973056,0.216362312,0.058300858,-0.062473125,0.805496985,-0.91948173,0.000111041,-0.037913383,0.934228259,-0.297403442,0.45725509,-0.241991976,0.584560856,-0.102729398,0.521501146,-0.259072997,0.789092525
YLR427W,-0.038861644,0.797183388,0.139780025,0.289657515,#N/A,#N/A,-2.112810096,0.000000502,-1.52048709,4.81E-11,-0.102971598,0.748972398,-0.397087953,0.0049515,0.061843675,0.580672426,0.183776103,0.388731956,-0.455985284,0.012276801,-0.087961295,0.718492611,-0.079066075,0.815003072,0.420145615,0.069601662,0.03355151,0.877383498,-0.149156452,0.726696492
YNL151C,0.124506166,0.350260336,0.112092074,0.326675921,-0.411603202,0.001881938,-1.065102495,0.011408003,-1.747412989,4.85E-11,-0.228448055,0.422948624,-0.384422282,0.01898199,0.033373163,0.774688506,-0.269567095,0.097333644,-0.960061757,0.00000024,0.04385542,0.899457853,-0.285142917,0.326611524,-0.606171168,0.053354408,-0.214301691,0.24440753,0.252287041,0.652382774
YNL188W,0.044582029,0.751005874,-0.025195058,0.839755694,-0.356731597,0.000876078,-0.759328484,0.013592452,-1.318517531,8.18E-08,-0.122511513,0.668850456,-0.375732567,0.012877848,0.067863613,0.522819371,-0.23210001,0.403781597,-1.20331182,1.14E-10,-0.161941502,0.516662132,0.176811102,0.434767234,-0.558059258,0.088758506,-0.298651199,0.094715206,-0.126575036,0.848616357
YBR148W,0.083287166,0.799124795,-0.378991558,0.072752522,#N/A,#N/A,0.510780947,0.413638888,-1.207448366,0.011173268,0.211325547,0.799570465,#N/A,#N/A,0.177193802,0.631698231,0.369903407,0.572886176,-0.873583726,0.040053969,0.681444239,0.157371138,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL074C,0.172664356,0.116325426,-0.254764411,0.004173402,0.063311541,0.573128584,-0.731640109,0.007457391,-0.719956027,0.000867928,0.086993834,0.766023327,0.361566384,0.003799572,-0.04858455,0.661843765,-0.101709183,0.679090761,-0.469633237,0.007411831,0.142902864,0.508306817,-0.127779766,0.531508057,-0.13130957,0.63103455,0.166482431,0.09057015,-0.031233255,0.956679154
YER080W,-0.260431024,0.241892553,-0.277029072,0.035520199,-0.266033607,0.198148745,-0.33122215,0.338597114,-0.678658082,0.021268434,0.197412357,0.580294462,0.390684768,0.027192396,-0.013913786,0.947841781,0.178460209,0.577011443,-0.959345591,0.000114433,-0.233786253,0.455958505,-0.475880184,0.152279234,-0.729939382,0.165804285,0.029560188,0.884215743,-0.689701061,0.219730613
YGR199W,0.123218425,0.610397009,0.047294362,0.799917038,-0.921617952,0.0000381,-1.176202319,0.026060719,-1.638110211,0.00000866,0.086553371,0.836517775,0.416189049,0.03728588,-0.168711745,0.247682878,-0.004382257,0.982271032,-0.540289509,0.014378624,0.20865278,0.487561865,0.060507038,0.873352737,-0.915472128,0.125301483,-0.034187179,0.855095937,-0.972729419,0.110072178
YGR262C,0.008047167,0.972137212,-0.015198157,0.968955061,#N/A,#N/A,-0.18988825,0.578587233,-0.839486785,0.001186841,0.097060793,0.728756171,0.446325325,0.00073595,0.114841185,0.321006521,-0.155074064,0.487114824,-0.401293005,0.033954755,0.108305243,0.779687607,0.176798027,0.580672968,-0.162765,0.655794155,-0.13717421,0.424191987,0.31748536,0.419222367
YBL029W,-0.231262901,0.141495417,-0.054482729,0.720785523,#N/A,#N/A,0.230792854,0.497761672,-0.625454435,0.028543056,-0.44112648,0.046675214,0.587515342,0.002145029,0.061489189,0.614549737,0.104393549,0.698539173,-0.447084813,0.032446044,-0.033548351,0.91127414,-0.286985786,0.207464323,-0.295387976,0.508110208,0.039969821,0.854839855,0.665272341,0.072415319
YNL199C,0.165048299,0.254971353,0.01661668,0.940845924,#N/A,#N/A,-1.575746592,0.000229901,-1.144439838,0.001138843,0.000599283,0.993934618,0.644089256,0.00000302,-0.12687567,0.417404425,0.269185744,0.143515562,-0.825165038,0.000552454,0.249422147,0.407177832,-0.213067462,0.518491048,0.006368268,0.984628743,0.237651165,0.175948164,0.11955647,0.856164533
YGR252W,0.035812985,0.856715462,-0.541824601,0.025103608,-0.183895931,0.260503999,0.161415248,0.790191809,-0.441674314,0.163570965,0.321150081,0.344452767,0.661394262,0.000180759,0.061888738,0.596954053,-0.227042524,0.370341399,-0.454477297,0.034844991,-0.147137712,0.666955898,0.2093164,0.666360961,-0.115573935,0.757395417,0.031900768,0.845526727,#N/A,#N/A
YKR085C,0.013387114,0.934222832,0.002325163,0.994765627,-5.189199879,7.66E-11,-0.723585599,0.041316358,-0.433495588,0.053311642,0.463823226,0.055798854,0.790667195,6.12E-13,0.108740146,0.290522006,-0.441433157,0.081374682,-0.404010629,0.023954895,-0.055567717,0.856226301,0.131213443,0.544341063,0.101010678,0.687766162,0.149339691,0.197233596,-0.277491381,0.591244338
YBR299W,0.205291036,0.307676429,0.145691933,0.419446171,#N/A,#N/A,-0.922722963,0.046908897,-0.813444714,0.095924636,0.138638586,0.839250249,-0.444745451,0.110122302,-0.203499197,0.219227893,0.163826908,0.645687118,-1.614937014,0.00000232,-0.362398831,0.359400418,-0.494407877,0.169494375,-0.077066612,0.90433093,0.168360575,0.424704101,0.736432611,0.067916239
YMR110C,-0.151893161,0.464328008,-0.292244568,0.054523365,#N/A,#N/A,-0.305731634,0.48050031,-2.26248171,2.76E-08,-0.066283377,0.883990689,-0.436251712,0.081662864,-0.126121513,0.359472718,0.144597193,0.555899807,-0.859337051,0.000433558,-0.139467657,0.656215733,0.050499143,0.907383213,0.272644037,0.405271707,0.285792211,0.043241161,0.116963246,0.868874509
YDR339C,-0.302067747,0.132940514,-0.121385932,0.383106212,-0.047698369,0.710726714,-0.534718689,0.242518345,-1.378153246,0.000000137,0.305790858,0.313992651,-0.423467953,0.052633046,0.02751263,0.828981869,-0.31840562,0.197240104,-0.568995764,0.003253235,-0.365916706,0.265374283,0.247492136,0.555406841,-0.020090461,0.97949811,-0.359039165,0.056201862,-0.086748911,0.901099522
YDR461W,0.122094095,0.552844342,0.196041743,0.333079209,#N/A,#N/A,-1.190404579,0.025705312,-0.946897143,0.004601347,0.03935742,0.929241067,-0.414770777,0.1702419,-0.103019424,0.520887494,-0.131484389,0.731702101,-0.839066372,0.000409103,0.065049915,0.898801109,0.430670797,0.108038982,0.35162847,0.436672474,-0.017312825,0.914523701,-0.442464162,0.34264336
YBL081W,-0.294271674,0.228236823,0.171081946,0.166371166,-0.933521692,0.000120889,-0.84568587,0.008193856,-1.215240304,0.003422303,0.257994455,0.578613962,-0.370083355,0.23452317,-0.15474209,0.426970488,0.06086265,0.822962673,-0.882618874,0.001966124,-0.15526174,0.728615735,-0.29751247,0.497134205,-0.513118139,0.389462767,-0.016345972,0.908355665,0.011449695,0.982560466
YOR323C,-0.348862927,0.104392936,-0.222205157,0.077344174,-0.420369056,0.002644165,-1.115731304,0.009765854,-0.727960875,0.058271764,0.298442431,0.356085912,-0.360257696,0.153981988,0.239098476,0.093066563,0.160446623,0.691506348,-1.05976267,0.0000114,-0.170863007,0.660792582,-0.027049643,0.950669326,-0.387260259,0.479469864,-0.039720139,0.818928574,-0.238752005,0.845533969
YOL112W,0.271408465,0.219946005,-0.392280146,0.009787726,#N/A,#N/A,0.61312315,0.550284607,-1.325991231,0.004148722,0.262579183,0.530009486,-0.342680299,0.291165007,-0.235853109,0.29081698,0.339253978,0.368822535,-0.851031194,0.002909539,0.339910689,0.417484987,0.011103379,0.987071184,#N/A,#N/A,0.416389014,0.103082111,0.198829439,0.854818354
YKL096W-A,0.260547512,0.162670799,-0.706670901,0.00000088,0.680010531,0.00000144,-0.894587943,0.008451017,-1.462683923,0.001719784,-0.094570574,0.846014156,-0.343007141,0.288860258,0.032320576,0.868591376,0.279239503,0.167791471,-1.610111207,0.000000182,0.460408579,0.344990045,0.446614195,0.170088142,#N/A,#N/A,-0.137725079,0.583335654,0.6895216,0.16519743
YIL121W,-0.144951572,0.302630728,-0.105860273,0.354211694,-0.293883049,0.01132517,-0.192355993,0.584706633,-1.057086373,0.0000489,-0.006377721,0.982244229,-0.308560577,0.08202995,0.002461685,0.996617294,0.275116873,0.251596068,-0.666431153,0.000976057,0.011864292,0.973689917,0.069081645,0.817756046,-0.169378776,0.538209512,-0.156478722,0.323541963,-1.078602008,0.015613259
YOL093W,-0.020120623,0.918487357,-0.263418249,0.087751119,-0.147104838,0.158795295,-1.581640466,0.000217182,-1.216740778,0.000000516,0.252197921,0.3765423,-0.280499953,0.116911833,-0.160597086,0.214059007,-0.210331358,0.255756055,-0.534495292,0.004416598,0.088930964,0.754782758,-0.027764791,0.938546487,-0.412464641,0.25572719,0.106579814,0.42892902,-1.141508792,0.019482148
YDR427W,0.233583193,0.089403394,0.065940362,0.551357693,-0.322573071,0.00745252,-0.476738084,0.080402808,-1.830682143,4.55E-14,0.376232372,0.159315013,-0.278893058,0.165491568,0.025682588,0.833860877,-0.223443814,0.386561465,-0.700205647,0.000174031,-0.065923698,0.8149138,0.122598532,0.737876088,-0.094699192,0.78924932,-0.091466546,0.58013633,-0.421674611,0.484031414
YER078C,0.103396418,0.410965765,0.071821073,0.517849025,-0.273933566,0.013767212,-0.19787071,0.641127143,-0.949520443,0.000157737,0.054245798,0.87171272,-0.264238405,0.128618695,0.10370856,0.336514677,-0.307827942,0.153615147,-0.929046921,0.00000205,-0.032706454,0.909152101,0.042288924,0.887240635,0.3073795,0.213931796,-0.088758849,0.522085775,-1.075388873,0.136558536
YDL056W,-0.166098683,0.265750729,-0.461255493,0.001412341,-0.359688839,0.02477739,-0.101939545,0.815354444,-1.414103129,0.0000053,-0.337422294,0.289991135,-0.249138959,0.354007355,-0.15792007,0.244583852,-0.291799062,0.261062857,-0.956566448,0.00000159,0.277180071,0.369660168,0.241325537,0.323792268,-0.7029947,0.092277219,0.255320278,0.119715096,-0.127208909,0.870724226
YGL245W,-0.049840735,0.710699798,0.133613353,0.342836616,-0.472724182,0.000236895,-1.077267637,0.005010142,-1.258177595,3.05E-09,0.06090452,0.840538152,-0.245449613,0.09956613,0.00657173,0.946318391,-0.37601941,0.140135467,-1.229811651,5.58E-11,0.045637868,0.873866822,-0.343492303,0.149309151,-0.445779501,0.122961081,0.013037505,0.956339296,-0.013494904,0.976785175
YKL108W,0.214448344,0.086038509,-0.113068283,0.271342307,#N/A,#N/A,-1.312926196,0.0000269,-0.826652721,0.000477875,0.132391943,0.699090431,-0.228373362,0.147375942,0.086236113,0.420439267,-0.2346619,0.316418584,-0.404410558,0.021944155,0.077102169,0.766937414,-0.042880726,0.864733046,0.077206361,0.787537942,0.212054965,0.11883353,-0.033851579,0.957872187
YGR104C,0.198547041,0.144508532,0.041929263,0.755280482,-0.898760615,0.019036905,0.070799246,0.847170561,-1.746300755,2.06E-10,0.146192248,0.616500797,-0.220383506,0.237350623,0.067655733,0.581838788,-0.20695739,0.307711805,-1.21263275,1.59E-08,-0.284539163,0.192040162,-0.568700322,0.064829152,-0.384193307,0.278775489,-0.020738452,0.871781079,0.043534164,0.933237944
YER073W,-0.090439596,0.494435978,-0.253270676,0.011457732,-0.233551994,0.131124073,-0.717523783,0.002461887,-1.434659414,1.42E-08,-0.035534575,0.914933903,-0.221055898,0.182519631,0.093404432,0.362724738,-0.385528483,0.196008038,-0.359322479,0.026823946,-0.276053036,0.259290848,0.220083783,0.274064985,-0.15369832,0.589874312,-0.10730883,0.45928671,-0.121943575,0.800898211
YGR021W,0.188310364,0.27222079,0.054327299,0.648218656,-0.129180405,0.23225045,-1.025080562,0.021082036,-1.39986959,0.000000135,0.205650737,0.543882039,-0.210923138,0.274980163,0.029265201,0.805261757,-0.45169681,0.061006426,-0.793525426,0.0000228,-0.235866061,0.385379894,-0.083626622,0.814146604,-0.351735529,0.295152437,-0.03355291,0.805260932,0.142966898,0.805300155
YER098W,-0.206463325,0.185582458,-0.048434955,0.729034769,-0.735719041,5.24E-10,-0.801840438,0.007384987,-1.569831546,0.00000232,-0.622890388,0.011974171,-0.196429656,0.304710886,-0.172397413,0.207956916,-0.057136294,0.81216549,-1.196582919,4.56E-09,-0.220376269,0.462368676,-0.354176308,0.19335825,-0.426195838,0.273783912,-0.115751227,0.37362747,-0.186931969,0.837408854
YOR177C,-0.046146063,0.801260169,0.196191553,0.044896545,0.139862266,0.557637557,-0.674658324,0.011536532,-0.898531227,0.000285184,0.120799972,0.724368731,-0.184810822,0.429324525,-0.074735711,0.562977529,0.022672075,0.945855694,-0.42694757,0.027435539,0.086183651,0.797988052,-0.40736853,0.187243807,-0.375361958,0.289218459,0.087421604,0.621955493,0.334816664,0.453096052
YKR078W,0.183224239,0.264299191,-0.107998344,0.340675694,-0.42220435,0.034420053,-0.384937751,0.233665191,-1.049816002,0.001609112,0.083346327,0.855612319,-0.185035373,0.47205597,0.241334661,0.067315598,0.156317009,0.33416803,-0.462796816,0.033059418,0.020666208,0.953782794,0.104069237,0.756861111,-0.785510587,0.071730452,-0.27191109,0.091136393,#N/A,#N/A
YGR264C,-0.253333926,0.118681312,-0.062384379,0.601361314,#N/A,#N/A,-1.372070253,0.0000239,-1.874526715,7.81E-08,0.106963139,0.761897485,-0.174561507,0.329371694,-0.163698525,0.175386239,-0.254375344,0.182664952,-0.925405787,0.000000527,-0.079117266,0.819830724,-0.479298207,0.105321411,-0.578556947,0.112890522,-0.032669415,0.771064359,-0.0771945,0.925837138
YLR369W,0.171184022,0.334162673,-0.189409411,0.197864548,#N/A,#N/A,0.287613932,0.619473714,-1.565076308,0.0000333,0.004669609,0.990658394,-0.168413812,0.500798635,-0.192611963,0.168627313,-0.130004885,0.606205078,-1.107779682,0.00000261,-0.133512691,0.744474695,0.17165908,0.513460572,-0.413296357,0.367381294,0.173820349,0.198140508,0.217092377,0.747047827
YNL251C,0.030744504,0.949016389,#N/A,#N/A,-0.061770083,0.773539392,#N/A,#N/A,-0.753569368,0.077215438,-0.218624796,0.694815392,-0.149209158,0.655709633,-0.197895146,0.266208436,-0.396714953,0.382994083,-0.877241957,0.011154812,-0.036936408,0.94124076,0.523968783,0.199213174,-0.885091118,0.186896737,0.277020269,0.060054354,-0.133474367,0.880536569
YHR075C,0.02145348,0.918917221,0.258330056,0.005021151,0.216088284,0.249178724,-0.72861883,0.00790122,-1.245358208,0.00000111,0.07531168,0.854801541,-0.144838819,0.453582086,0.176777875,0.086124574,-0.239170224,0.299575051,-0.410184804,0.018562869,0.3510652,0.118693224,0.225103483,0.387114349,-0.007560287,0.990499659,-0.171404246,0.305555128,-0.630480332,0.272174447
YCR027C,0.007833888,0.980108647,-0.042573514,0.816516837,-0.186281203,0.114909932,-0.929206234,0.038332462,-1.032819191,0.003745646,0.112472912,0.78964642,-0.13958292,0.646708244,-0.017796141,0.873942895,-0.200898491,0.46522656,-0.621620517,0.004539346,0.014077829,0.997278899,0.487443283,0.143641371,-0.669104244,0.218430913,-0.061919927,0.757033386,-0.721479249,0.257926499
YGR211W,-0.105815838,0.442113728,-0.309116405,0.013888669,0.437266297,0.0000126,-0.856729451,0.007937069,-0.299680925,0.307725394,-0.17317193,0.557558633,-0.121664329,0.610111266,0.074579732,0.58319622,-0.226953819,0.374619351,-0.42411765,0.02054276,-0.22050455,0.514316989,0.2051669,0.405636278,-0.083145248,0.861359158,-0.163576781,0.224068715,0.551013764,0.261065551
YPL165C,-0.259746003,0.076543503,-0.034076931,0.815569072,-0.728000499,0.000000382,-0.790833547,0.009706759,-1.27480812,0.0000019,0.197126235,0.474954591,-0.123521814,0.474029544,0.166121174,0.116724886,0.157287947,0.357858471,-0.366515624,0.03998269,0.200976942,0.406622787,0.297157285,0.165388919,-0.510383388,0.084644543,0.049691914,0.743732915,0.239665858,0.565922155
