UID,BC187_YPD_Avg_log2_Fitness_Score,BC187_FDR,BY4743_YPD_Avg_log2_Fitness_Score,BY4743_FDR,DBVPG1373_YPD_Avg_log2_Fitness_Score,DBVPG1373_FDR,NCYC3290_YPD_Avg_log2_Fitness_Score,NCYC3290_FDR,Y12_YPD_Avg_log2_Fitness_Score,Y12_FDR,Y2209_YPD_Avg_log2_Fitness_Score,Y2209_FDR,Y389_YPD_Avg_log2_Fitness_Score,Y389_FDR,Y7568_YPD_Avg_log2_Fitness_Score,Y7568_FDR,YJM1273_YPD_Avg_log2_Fitness_Score,YJM1273_FDR,YJM1389_YPD_Avg_log2_Fitness_Score,YJM1389_FDR,YJM1592_YPD_Avg_log2_Fitness_Score,YJM1592_FDR,YJM978_YPD_Avg_log2_Fitness_Score,YJM978_FDR,YPS128_YPD_Avg_log2_Fitness_Score,YPS128_FDR,YPS163_YPD_Avg_log2_Fitness_Score,YPS163_FDR,YPS606_YPD_Avg_log2_Fitness_Score,YPS606_FDR
YDR085C,-0.273226127,0.141768692,0.16014314,0.194960399,-0.455559979,0.000740589,-1.298381236,0.0000339,-1.615520003,1.75E-08,-0.049653408,0.88107069,-0.222764321,0.228743832,-0.19471006,0.151931796,-0.797737826,0.000869638,-0.819354535,0.000286038,-0.127048272,0.717035816,0.005844194,0.986184849,-1.667485306,0.00083989,-0.123192317,0.397152489,-0.395582244,0.506823313
YPL042C,0.263430225,0.058936319,-0.028390709,0.822181131,-0.571647772,0.000829976,-0.623554799,0.060049846,-1.428642437,0.0000657,-0.015757128,0.970378245,-0.135816068,0.587486238,0.145938916,0.288972417,-0.660201987,0.024561021,-1.016329827,0.00000858,0.216909909,0.433911415,-0.858636379,0.115738656,-1.085045996,0.021272812,0.269657949,0.0555447,-0.132406495,0.878157992
YLR013W,-0.026594808,0.883335953,-0.231217581,0.063491767,0.242630387,0.000952804,-1.058161594,0.000491338,0.059892945,0.663890414,0.328000823,0.333843603,-0.12389841,0.583263946,-0.218550757,0.089291391,0.751963363,0.00000222,0.864439624,0.000000243,-0.089909263,0.776001973,-0.298745753,0.345121219,0.614394815,0.009993539,-0.345082507,0.109353297,0.43827143,0.456212998
YDR109C,-0.189515509,0.129560673,-0.323760775,0.003797039,0.011067302,0.993089435,-0.170320772,0.681211919,-1.070573177,0.00000559,-0.093805261,0.722136002,-0.088629551,0.654442933,0.016654558,0.878731968,0.462897938,0.0000493,-0.374586215,0.025217128,-0.318443049,0.092099815,-0.084734906,0.779187652,0.53666987,0.028117701,-0.007527578,0.933114489,-0.339956607,0.360496709
YOL115W,0.173160791,0.139192709,-0.093458434,0.362040744,-0.412333444,0.0000159,-0.962938427,0.000843165,-1.611977596,1.57E-11,0.116911575,0.676361638,-0.047933306,0.796779681,0.009921915,0.940644424,-0.395159066,0.043625187,-0.992729623,4.56E-08,-0.33311177,0.091161055,0.147601646,0.657221688,-0.785208613,0.001708863,-0.040598939,0.76961259,-0.092169691,0.880536569
YER116C,-0.176937033,0.248239072,0.103482197,0.308672586,-1.247109802,2.05E-15,-1.366123047,0.000438425,-3.176666096,1.03E-13,0.155915139,0.546800861,0.101507865,0.587486238,0.018550182,0.886419215,-0.609477557,0.000479235,-1.232074528,5.73E-12,-0.408535478,0.071726705,0.261862459,0.144484319,-1.034717351,0.002841563,-0.224751498,0.084947108,-0.485312426,0.317482218
YOR065W,0.147088757,0.459306405,-0.038978343,0.836826598,-0.121529879,0.214623557,-1.411094769,0.001099954,-0.783510526,0.019344944,0.307174064,0.401755306,0.12914137,0.677972298,-0.203026566,0.095549716,-0.816745799,0.029696936,-1.247617283,0.000000392,0.07379775,0.850740707,-0.442126772,0.228209876,-1.247650955,0.003006696,-0.281928346,0.12508212,-0.419690159,0.64951653
YLR323C,0.252264872,0.054493289,-0.104894859,0.299881956,-0.394522225,0.0000634,-0.583187151,0.01449195,-0.527456171,0.032878334,0.219565364,0.402388929,0.188478103,0.20243862,0.097026988,0.302999397,-0.531072988,0.013968883,-1.914212712,4.78E-23,-0.000619001,0.988984674,-0.495059437,0.11901343,-0.601056386,0.034467624,0.041001486,0.759718005,-0.014429059,0.977913979
YOR303W,0.11837662,0.293503329,0.084808349,0.491095303,-0.64857237,2.4E-14,-1.153773413,0.00052634,-1.667193592,3.78E-10,-0.026954917,0.925742703,0.222880063,0.129368299,-0.015865537,0.888916399,-0.52325289,0.001515537,-1.422454668,2.88E-13,-0.236843702,0.400165967,-0.088286418,0.784937932,-0.79190287,0.006317217,-0.17521395,0.129954086,-0.265095668,0.574194339
YDR245W,0.130173726,0.426137305,-0.13760587,0.259837276,-0.211453116,0.258548402,-0.453545897,0.156329393,-1.055747374,0.0000788,-0.133233995,0.700098598,0.29920789,0.076025848,-0.000846521,0.982725046,-3.623154245,3.46E-13,-0.942545208,0.00000218,-0.217463528,0.496848392,0.170401336,0.562456544,-1.00086404,0.017803513,0.073940102,0.53548737,-0.371676716,0.54979592
YMR312W,-0.151820667,0.415637072,0.232865941,0.042234652,0.109301768,0.415024285,-0.192634335,0.569157472,0.335898301,0.089063667,0.281263678,0.35888702,0.374799264,0.077844368,0.217216948,0.140753175,0.655954916,0.00000375,0.881092675,2.17E-08,0.154303745,0.510816798,0.175549671,0.526242274,-1.96314765,0.001037434,0.134808229,0.564494794,0.526070535,0.093165083
